 aaaammgghhpp  ARGE00   ARME00   ARRE00   AVET00   BOAT00   CARA00   CAST00   CERU00   CERV00   ERRO00   IMPE00   LEIR00   LERO00   LETI00   MARE00   MERETA   MERU00   MOLIBR   NERV00   PANESI   POLC00   PORA00   POSARA   POSLEV   PRIN00   QUIL00   RECC00   ROSSIG   SCIU00   SEGN00   SLOR00   TANA00   TEIR00   TIGLIE   VARA00   VCRO00   SANS00   CHIA00   BISA00   STRL00   NRVI00   SORI00   RUPI00   GHIA00   AMEF00   TREB00   CRIXIA   CENGIO   VARPEG 
 202010021000     3.09     0.87     2.10   490.50    29.71     0.01     1.04    14.23     0.01     1.50     0.49     8.38    13.75     1.12     0.13   130.56     0.06     1.73     4.51   600.71    45.75     0.00    37.87    10.15     0.02     0.75    22.94    33.86     0.03     0.44     0.00     0.00     1.67    13.76     0.00     0.07     0.11     3.25    93.41    10.57     4.61     9.76     3.25     0.10   242.02   471.36     2.38     0.24    10.49
 202010021100     4.56     0.48     1.25   461.48    20.14     0.01     0.94    10.14     0.01     0.80     0.29     8.59     9.42     0.98     0.23   161.64     0.08     1.21     5.74   595.15    36.15     0.13    19.19     7.43     0.05     0.39    13.99    32.75     0.00     0.25     0.00     0.00     1.28    14.71     0.10     0.00     0.23     3.92    80.83     9.25     1.92     5.70     2.17     0.14   601.67   453.19     8.45     0.23     7.20
 202010021200     4.41     0.25     0.64   339.34    14.10     0.01     0.91     8.82     0.02     0.71     0.62     9.73     7.18     0.64     0.17   192.43     0.08     2.24     3.57   442.17    31.97     0.08    12.92     6.22     0.50     0.27    10.21    32.63     0.00     0.27     0.00     0.00     1.71    16.79     0.01     0.00     0.12     3.95    52.04     5.27     1.59     3.78     1.36     0.18   759.98   356.16     5.61     0.66     9.25
 202010021300     2.89     0.24     0.52   229.77    12.29     0.01     0.92    12.72     0.02     0.56     0.74    10.61     8.99     0.48     0.00   186.31     0.08     1.13     1.30   274.10    31.02     0.00    12.11     5.70     0.94     0.23     7.66    43.83     0.00     0.19     0.00     0.00     0.94    17.24     0.00     0.03     0.10     3.43    33.67     3.62     1.56     3.07     1.18     0.19   647.81   280.94     3.65     0.60    10.43
 202010021400     0.48     0.33     0.66   158.66    11.57     0.03     0.96     9.76     0.02     0.45     0.53     9.34     6.12     0.41     0.00   152.08     0.08     1.45     0.61   182.80    33.15     0.00    12.07     5.58     0.15     0.22     6.21    41.09     0.00     0.17     0.00     0.04     0.74    15.72     0.00     0.23     0.12     3.05    26.34     3.14     1.50     2.90     1.18     0.20   510.01   207.71     3.91     0.63     9.54
 202010021500     0.13     0.04     0.61   123.51     8.95     0.03     1.08     7.18     0.05     0.29     0.25     8.25     5.34     0.37     0.00   124.43     0.08     3.76     1.19   150.06    35.21     0.00    12.57     5.55     0.00     0.13     5.76    34.46     0.00     0.16     0.00     0.45     0.82    13.95     0.00     0.60     0.11     3.21    24.25     3.25     1.53     2.64     1.22     0.20   389.85   156.29     2.88     0.53     7.66
 202010021600     7.68     0.07     0.71   101.03     7.81     0.02     1.12     6.58     0.05     0.38     0.14     8.07     4.85     0.39     0.00   109.02     0.08     7.34     2.04   138.54    37.09     0.00    13.24     5.60     0.00     0.18     6.23    29.07     0.00     0.17     0.00     2.18     1.03    13.43     0.00     0.77     0.09     4.24    26.28     4.42     2.37     3.30     1.27     0.20   328.00   129.56     1.76     0.15     8.08
 202010021700    14.62     0.04     1.20    87.70     9.12     0.03     1.09    10.89     0.06     0.65     0.17    12.59     7.84     0.51     0.00   112.29     0.11    16.91     2.45   134.20    48.04     0.00    12.66     5.39     0.00     0.20     8.66    39.25     0.00     0.19     0.00    10.01     1.43    21.15     0.01     0.07     0.22     6.11    33.16     7.33     3.16     4.34     1.27     0.19   281.08   109.23     1.57     0.16    13.36
 202010021800    28.21     0.10     1.66    80.12     8.51     0.05     1.17    26.51     0.07     0.76     0.16    25.20    13.95     0.50     0.00   129.15     0.13    33.33     5.00   130.13    68.27     0.00    12.40     5.22     0.00     0.21     9.51    81.01     0.00     0.19     0.00    25.95     1.31    46.94     0.02     0.52     0.19     6.40    49.35     7.88     2.89     4.79     1.24     0.19   259.55   107.38     1.28     0.47    21.45
 202010021900    45.29     0.79     2.24    76.22     7.31     0.04     1.11    19.68     0.09     2.11     0.15    17.33    10.05     1.13     0.00   147.33     0.17    44.91     5.28   134.74    83.19     0.00    12.41     5.18     0.05     0.52     7.22    89.55     0.00     0.50     0.00    58.69     2.49    44.53     0.11     1.74     0.56     4.96    49.67     6.57     2.06     4.08     1.28     0.20   255.98   109.65     1.06     1.56    18.78
 202010022000    80.83     1.68     4.83    73.85     7.05     0.06     1.09    20.60     0.16     4.59     0.40    16.30    13.86     2.54     0.00   162.60     0.32    71.53     6.57   141.64    73.36     0.01    12.11     5.06     0.16     1.13     6.97    88.41     0.02     0.89     0.13   127.20     4.97    68.54     0.15     0.66     2.00     4.90    41.60     5.43     1.73     4.54     1.32     0.20   288.46   101.90     2.40     4.52    13.94
 202010022100   160.37     1.93     9.96    69.97     7.09     0.07     1.09    31.49     0.19     8.43     0.64    19.26    21.84     4.53     0.00   165.52     0.42   107.77    15.56   134.37    63.91     0.08    11.99     4.96     0.47     2.27     8.62   112.01     0.19     1.27     0.18   158.86     7.93   132.48     0.21     1.41     2.66     4.93    33.01     4.35     1.82     6.46     1.37     0.20   322.94   103.59     6.22     9.58    11.76
 202010022200   284.41     5.13    11.17    72.45     6.97     0.16     1.09    34.33     0.20    14.59     0.81    19.95    22.16     3.89     0.12   145.46     0.47   167.19    51.84   126.83    56.40     0.11    11.99     4.91     0.89     2.98     8.85   139.65     0.09     1.38     0.32   182.45     8.65   166.14     0.24     4.89     2.89     4.33    28.65     3.70     1.70     6.46     1.36     0.20   357.32   104.71    10.65    19.74    13.69
 202010022300   415.36    36.06    10.16    78.08     6.69     0.11     1.07    26.35     0.19    18.76     1.38    14.40    16.09     2.60     0.22   127.04     0.46   285.82   118.86   125.49    57.18     0.29    11.69     4.82     3.02     2.44     6.91   127.54     0.05     1.08     1.09   231.11     7.05   157.28     0.15     5.96     3.09     3.82    27.72     3.41     1.58     4.62     1.33     0.22   342.81   104.56    14.43    35.29    11.46
 202010030000   603.65    84.10     8.03    75.40     6.44     0.25     1.05    16.24     0.32    23.35     4.76    11.62    10.52     2.90     0.43   116.67     0.79   431.52   223.00   126.53    53.16     1.29    11.45     4.72     8.32     2.51     6.06    92.35     0.15     1.06     2.96   261.20     6.91   116.86     0.37     1.80     3.81     3.50    26.47     3.25     1.51     3.50     1.32     0.22   335.36    99.16    20.29    65.97     8.91
 202010030100   796.33    77.04     8.71    71.49     6.28     0.12     1.05    12.55     0.37    34.51    11.98    10.65    10.07     4.30     1.44   110.91     1.00   596.15   274.99   124.55    50.10     2.60    11.27     4.62    14.94     4.99     5.65    66.10     0.20     1.92     4.66   209.54     8.85    84.03     0.37     0.28     6.62     3.45    24.93     3.14     1.49     3.10     1.32     0.22   338.80    90.64    31.45   137.83     7.48
 202010030200   761.62    38.05    15.03    72.36     7.76     0.21     1.13    21.00     0.39    58.23    20.35    15.66    15.80     6.80     1.75   112.16     0.60   779.07   260.29   120.77    48.49     4.69    11.40     4.69    16.04     7.65     7.64    67.87     0.08     2.52     4.91   135.94    14.54   112.21     0.11     0.07    11.47     5.47    26.64     5.02     3.70     4.96     1.86     0.25   320.00    90.83    47.68   201.92    11.81
 202010030300   509.34    18.37    13.92    89.10    15.13     0.29     2.59    31.24     0.38    74.41    25.60    25.19    20.01     5.00     1.73   134.26     0.87   831.83   183.54   122.76    64.09     3.69    15.84     6.40    14.33     4.63    16.18    96.90     0.06     1.36     3.13    83.00    11.37   135.53     0.26     0.32    12.56     6.64    39.76    10.05     5.96     7.48     4.16     0.55   299.55   128.07    58.90   234.13    21.38
 202010030400   264.35    16.73    11.27   140.73    20.83     0.48     3.45    22.71     0.65    66.70    21.15    16.77    14.32     5.29     1.73   171.19     1.18   690.58   109.42   162.11   101.60     3.52    32.72    11.32    12.18     4.18    19.13    98.37     0.07     1.28     2.11    62.71     9.84   111.22     0.24     0.71    11.24     4.62    65.09    11.33     5.33     7.57     5.23     0.62   300.84   228.03    74.05   218.36    16.91
 202010030500   163.56    18.91     8.91   222.17    17.30     0.55     3.58    15.05     0.81    54.44    17.32    13.63    10.30     4.98     1.99   204.54     1.45   431.40    90.08   287.90    93.28     4.07    39.85    13.62     9.46     4.71    14.26    74.93     0.13     1.56     2.56    56.44     9.20    81.26     0.43     0.50    11.43     4.40    79.17     9.71     4.68     7.28     6.71     0.54   294.25   292.43    68.46   165.16    11.65
 202010030600   158.61    15.48     7.99   265.89    20.12     0.64     4.93    12.59     0.83    50.46    15.32    12.99     9.09     5.51     2.39   265.06     1.21   255.97    96.74   391.29    80.49     5.46    46.73    16.93     8.57     5.94    18.48    57.25     0.05     1.62     2.82    42.92     8.53    60.32     0.34     0.07    12.22     5.63    72.30    10.82     7.55     9.85     8.62     0.81   295.42   284.86    60.98   117.13     9.21
 202010030700   153.36    10.89     8.04   281.52    26.29     0.75     5.42    13.65     0.66    46.09    14.00    14.05     9.68     5.73     2.10   328.37     0.98   186.04    88.26   436.37    94.76     5.70    54.33    20.97     7.63     5.24    24.49    54.61     0.04     1.42     2.33    31.81     8.01    49.81     0.26     0.16    13.00     5.53    83.09    13.87     8.61    10.96     8.64     1.11   324.19   291.05    55.95    92.40    14.82
 202010030800   119.08     9.11     6.99   302.01    22.56     0.73     5.11    10.41     0.65    37.88    12.57    10.84     7.80     5.20     1.84   357.60     1.01   173.65    65.93   483.90   130.27     4.78    51.40    18.26     6.86     4.88    20.15    49.77     0.04     1.34     1.93    22.30     7.31    40.98     0.27     0.39    11.95     4.51   114.07    12.01     6.77     9.47     7.21     1.06   404.80   307.54    54.28    76.51    11.72
 202010030900    83.62     8.39     6.30   298.19    17.59     0.74     4.66     8.32     0.54    32.72    10.76     9.32     6.64     5.00     1.85   381.09     0.95   148.10    51.39   494.36   109.91     4.28    42.77    14.71     6.01     4.80    15.70    41.08     0.04     1.31     1.79    17.69     6.61    32.43     0.26     0.47    11.23     4.10   119.96     9.43     3.70     6.46     6.52     0.87   542.08   299.94    53.10    65.42     8.66
 202010031000    66.65     7.95     5.67   271.68    13.46     0.69     4.00     7.14     0.54    31.21     9.54     8.25     5.92     5.05     1.79   385.42     0.94   115.23    45.38   459.14    92.02     4.13    34.19    12.30     5.57     4.73    11.35    33.13     0.04     1.27     1.77    15.85     6.04    26.64     0.26     0.54    10.42     3.86    91.91     7.14     2.61     4.83     4.94     0.77   699.57   270.91    50.58    57.48     6.13
 202010031100    60.41     7.71     5.38   236.83    10.23     0.71     3.18     6.61     0.58    29.56     8.82     7.42     5.74     4.99     1.82   342.97     0.94    91.89    42.95   392.99    67.59     4.14    26.09     9.21     5.39     4.80     8.36    28.55     0.04     1.29     1.76    14.64     5.73    24.04     0.28     0.56    10.50     3.22    59.40     4.72     2.24     3.61     3.70     0.72   839.18   219.12    47.33    52.94     5.89
 202010031200    58.22     7.56     5.23   175.69     9.01     0.71     2.67     6.48     0.64    28.80     8.68     7.09     5.47     5.05     1.82   270.04     0.96    79.04    41.74   302.45    53.21     4.18    20.01     7.12     5.54     4.83     6.82    26.10     0.03     1.24     1.79    14.03     5.56    22.68     0.31     0.63    10.05     2.97    38.18     3.67     2.16     3.31     3.08     0.69   873.91   160.83    45.84    49.79     5.58
 202010031300    56.89     7.42     5.10   124.30     8.39     0.73     2.39     6.25     0.66    28.00     8.82     6.91     5.33     4.99     1.81   195.14     1.04    74.44    40.96   211.33    44.51     4.22    16.79     6.19     5.59     4.81     6.06    24.93     0.03     1.22     1.77    13.60     5.43    21.47     0.32     0.74     9.88     2.84    28.70     3.37     2.11     3.17     2.73     0.71   877.55   115.58    44.97    47.93     5.44
 202010031400    55.73     7.28     4.98    92.00     7.37     0.75     2.24     6.11     0.67    27.56     8.98     6.75     5.15     4.98     1.84   142.66     1.03    72.50    40.23   159.26    39.27     4.24    15.18     5.62     5.69     4.80     5.78    23.72     0.03     1.21     1.74    13.33     5.27    20.72     0.34     0.79     9.73     2.66    25.22     3.27     2.05     3.11     2.62     0.73   807.17    87.15    44.42    46.93     5.31
 202010031500    54.67     7.14     4.91    71.75     7.02     0.79     2.23     5.97     0.69    27.25     9.19     6.60     5.03     4.95     1.83   113.99     1.05    71.35    39.57   135.91    37.24     4.25    14.47     5.38     5.65     4.77     5.65    22.91     0.04     1.19     1.71    13.07     5.13    20.13     0.38     0.91     9.49     2.54    24.18     3.18     2.00     3.04     2.56     0.75   689.37    72.49    43.87    46.10     5.19
 202010031600    53.62     7.06     4.82    63.53     6.72     0.85     2.23     5.84     0.71    26.84     9.32     6.46     4.92     4.90     1.86    98.37     1.10    70.55    38.98   126.14    36.17     4.24    14.04     5.26     5.64     4.84     5.53    22.37     0.04     1.22     1.69    12.82     5.02    19.59     0.39     0.93     9.30     2.48    23.52     3.10     1.95     2.97     2.51     0.77   565.37    65.44    43.51    45.37     5.07
 202010031700    52.55     6.96     4.72    59.10     6.39     0.91     2.18     5.71     0.76    26.55     9.40     6.32     4.81     4.86     1.93    90.43     1.19    69.72    38.30   121.71    35.50     4.25    13.75     5.14     5.59     4.78     5.42    21.86     0.04     1.24     1.66    12.57     4.92    19.08     0.40     0.95     9.13     2.43    22.99     3.02     1.90     2.90     2.46     0.76   464.71    61.16    43.22    44.73     4.95
 202010031800    51.50     6.84     4.62    57.01     6.19     0.90     2.13     5.58     0.75    26.19     9.46     6.18     4.70     4.82     2.01    85.83     1.18    68.85    37.62   118.71    34.82     4.22    13.49     5.03     5.56     4.72     5.31    21.38     0.06     1.22     1.64    12.32     4.82    18.58     0.41     1.06     8.99     2.37    22.49     2.94     1.85     2.85     2.41     0.76   386.48    57.83    42.85    43.98     4.84
 202010031900    50.47     6.73     4.52    55.78     6.04     0.91     2.11     5.46     0.76    25.92     9.45     6.05     4.60     4.77     2.03    83.13     1.22    68.11    37.00   116.11    34.17     4.20    13.23     4.92     5.54     4.69     5.21    20.91     0.09     1.20     1.63    12.08     4.72    18.09     0.42     1.08     8.87     2.32    22.01     2.87     1.80     2.80     2.37     0.78   332.74    55.66    42.67    43.33     4.73
 202010032000    49.46     6.62     4.42    55.02     5.93     1.01     2.15     5.34     0.79    25.59     9.54     5.92     4.49     4.70     2.05    81.40     1.31    67.32    36.31   113.71    33.56     4.14    13.03     4.84     5.50     4.63     5.17    20.46     0.10     1.18     1.69    11.89     4.63    17.62     0.42     1.09     8.74     2.28    21.70     2.86     1.85     2.82     2.35     0.82   303.78    54.51    42.23    42.73     4.63
 202010032100    48.49     6.50     4.33    55.01     5.85     1.00     2.21     5.22     0.83    25.22     9.55     5.80     4.40     4.64     2.06    80.11     1.35    66.39    35.67   111.85    33.19     4.17    12.99     4.81     5.46     4.56     5.18    20.05     0.11     1.16     1.68    11.77     4.54    17.18     0.44     1.09     8.60     2.23    21.90     2.83     1.76     2.73     2.34     1.07   289.24    54.05    41.75    42.13     4.54
 202010032200    47.55     6.41     4.24    55.48     5.72     0.98     2.30     5.12     0.90    24.87     9.60     5.67     4.30     4.58     2.06    78.92     1.42    65.40    35.04   111.54    32.85     4.16    13.16     4.76     5.41     4.50     4.99    19.74     0.11     1.14     1.70    11.47     4.48    16.75     0.48     1.08     8.48     2.18    21.87     2.73     1.70     2.65     2.28     1.19   285.10    53.74    41.42    41.50     4.43
 202010032300    46.68     6.30     4.16    56.00     5.60     0.97     2.28     5.00     0.91    24.51     9.59     5.55     4.21     4.56     2.04    78.67     1.44    64.52    34.42   111.12    32.10     4.12    13.10     4.62     5.35     4.44     4.86    19.25     0.12     1.12     1.68    11.23     4.40    16.32     0.51     1.09     8.36     2.14    21.17     2.65     1.64     2.57     2.22     0.97   297.31    53.25    41.06    40.87     4.32
 202010040000    45.72     6.19     4.08    54.63     5.49     0.96     2.20     4.89     0.93    24.16     9.59     5.43     4.12     4.50     2.03    78.10     1.51    63.90    33.81   108.60    31.39     4.08    12.61     4.48     5.29     4.43     4.77    18.80     0.14     1.12     1.66    10.98     4.31    15.95     0.52     1.11     8.23     2.09    20.43     2.57     1.60     2.52     2.17     0.88   324.38    52.53    40.51    40.24     4.22
 202010040100    44.77     6.08     4.00    53.14     5.38     0.95     2.11     4.79     0.93    23.82     9.53     5.32     4.03     4.44     2.01    75.82     1.54    62.88    33.22   105.07    30.81     4.04    12.22     4.37     5.22     4.37     4.65    18.38     0.16     1.10     1.68    10.76     4.23    15.57     0.52     1.14     8.10     2.04    19.73     2.50     1.55     2.46     2.12     0.86   380.28    51.83    39.93    39.57     4.13
 202010040200    43.89     5.97     3.92    52.74     5.27     0.94     2.02     4.69     0.94    23.45     9.49     5.20     3.95     4.40     2.02    73.54     1.54    61.99    32.64   102.43    30.19     3.99    11.83     4.27     5.15     4.30     4.55    17.99     0.16     1.09     1.68    10.56     4.15    15.21     0.52     1.16     7.96     2.00    19.21     2.45     1.52     2.40     2.07     0.86   434.84    50.15    39.46    38.95     4.04
 202010040300    43.04     5.87     3.85    52.28     5.17     0.93     1.97     4.60     0.94    23.06     9.44     5.10     3.87     4.36     2.02    71.76     1.55    61.01    32.20    99.80    29.62     3.94    11.54     4.18     5.09     4.23     4.46    17.61     0.23     1.08     1.71    10.35     4.07    14.86     0.51     1.23     7.84     1.95    18.80     2.39     1.48     2.35     2.03     0.86   501.53    49.02    38.90    38.32     3.95
 202010040400    42.23     5.77     3.78    50.84     5.10     0.92     1.94     4.50     0.94    22.68     9.36     4.99     3.79     4.29     2.00    70.16     1.57    60.15    31.72    97.73    29.08     3.89    11.30     4.11     5.04     4.17     4.41    17.25     0.26     1.09     1.70    10.20     3.99    14.51     0.53     1.23     7.71     1.91    18.43     2.35     1.46     2.34     2.04     0.85   516.24    48.18    38.36    37.73     3.87
 202010040500    41.46     5.68     3.70    51.70     5.09     0.91     1.93     4.42     0.93    22.33     9.30     4.89     3.72     4.25     1.98    68.74     1.59    59.34    31.11    96.13    28.58     3.86    11.17     4.08     4.99     4.13     4.47    16.90     0.26     1.10     1.68    10.11     3.91    14.18     0.58     1.25     7.58     1.87    18.08     2.30     1.43     2.31     2.13     0.84   471.95    48.57    37.84    37.12     3.79
 202010040600    40.73     5.59     3.63    52.87     5.01     0.91     1.90     4.33     0.93    22.01     9.25     4.79     3.65     4.21     1.96    67.50     1.59    58.49    30.57    97.11    28.12     3.80    11.09     4.06     4.93     4.07     4.37    16.56     0.26     1.10     1.67     9.86     3.84    13.85     0.58     1.25     7.45     1.83    17.85     2.26     1.39     2.24     2.07     0.83   400.94    50.65    37.34    36.47     3.72
 202010040700    40.07     5.49     3.56    54.46     4.86     0.90     1.86     4.25     0.95    21.66     9.23     4.69     3.58     4.17     1.95    66.54     1.60    57.66    30.08   101.23    27.64     3.75    10.88     3.94     4.87     4.03     4.19    16.24     0.26     1.08     1.66     9.66     3.77    13.54     0.58     1.24     7.35     1.80    17.58     2.21     1.35     2.18     1.98     0.82   345.86    50.15    36.85    35.91     3.65
 202010040800    39.31     5.40     3.50    52.37     4.76     0.89     1.86     4.16     0.94    21.30     9.16     4.59     3.51     4.11     1.94    66.08     1.60    57.20    29.56    99.09    27.18     3.70    10.65     3.84     4.81     3.97     4.10    15.92     0.26     1.07     1.64     9.47     3.70    13.23     0.58     1.24     7.25     1.76    17.23     2.16     1.32     2.13     1.93     0.82   320.93    48.48    36.34    35.32     3.58
 202010040900    38.60     5.30     3.43    50.09     4.67     0.89     1.84     4.08     0.94    20.96     9.08     4.50     3.44     4.05     1.98    64.64     1.58    56.28    29.06    93.60    26.74     3.67    10.46     3.74     4.75     3.95     4.03    15.61     0.26     1.05     1.65     9.30     3.63    12.93     0.58     1.23     7.14     1.72    16.84     2.12     1.29     2.09     1.87     0.81   307.27    47.09    35.79    34.79     3.50
 202010041000    37.93     5.21     3.37    47.45     4.57     0.87     1.79     4.00     0.95    20.63     9.00     4.41     3.37     4.01     1.97    63.07     1.57    55.46    28.57    89.81    26.30     3.63    10.24     3.66     4.68     3.90     3.93    15.32     0.26     1.04     1.63     9.14     3.57    12.64     0.58     1.23     7.03     1.69    16.48     2.08     1.26     2.06     1.83     0.80   300.89    46.33    35.26    34.28     3.43
 202010041100    37.27     5.14     3.31    48.26     4.49     0.86     1.86     3.93     0.96    20.30     8.93     4.32     3.31     3.97     1.97    61.73     1.57    54.65    28.10    87.56    25.87     3.61    10.12     3.62     4.61     3.84     3.87    15.02     0.26     1.02     1.66     8.98     3.50    12.36     0.58     1.22     6.92     1.66    16.17     2.04     1.23     2.02     1.90     0.91   298.95    44.51    34.69    33.73     3.37
 202010041200    36.63     5.06     3.24    52.67     4.53     0.85     2.48     3.85     0.97    19.98     8.92     4.23     3.25     3.94     1.98    60.54     1.61    53.81    27.63    86.47    25.47     3.58    11.05     3.93     4.56     3.77     3.83    14.73     0.28     1.01     1.65     8.82     3.43    12.08     0.58     1.21     6.81     1.62    15.89     2.01     1.20     1.98     2.16     1.65   296.37    44.36    34.17    33.19     3.30
 202010041300    36.85     5.27     3.20    62.18     4.68     1.20     2.57     3.85     1.94    19.69     9.45     4.21     3.20     3.94     2.06    60.03     2.75    54.30    28.25    91.09    25.42     3.59    13.43     4.58     4.87     3.78     4.19    15.08     0.34     1.05     1.64     9.90     3.38    11.94     0.96     2.02     6.72     1.77    16.66     2.65     2.03     2.43     2.04     1.12   292.28    46.56    33.69    32.68     3.43
 202010041400    43.28     9.65     6.65    66.40     5.60     2.13     2.24     6.85     2.84    23.21    11.94     7.99     5.93     6.27     2.84    62.86     4.29    56.36    33.06    96.76    27.44     4.62    11.77     3.94     8.46     5.76     5.49    19.42     0.90     2.68     3.61    15.10     6.89    15.71     1.42     4.56    11.08     2.15    20.64     3.60     2.14     2.76     2.06     0.85   291.53    55.42    33.77    32.94     5.08
 202010041500    56.41    10.94    13.13    61.41     7.25     2.40     2.33    16.11     3.34    35.27    17.66    17.14    11.63     9.69     4.63    70.04     4.97    64.80    49.11    94.20    33.39     8.73    11.34     3.93    10.36    11.60     6.32    35.03     1.58     3.70     4.62    18.43    12.50    34.40     1.96     3.25    19.30     2.42    25.77     3.72     2.01     2.85     2.55     1.34   299.22    69.43    36.47    37.41     9.02
 202010041600    70.67     8.40    13.03    65.42     7.37     1.84     2.70    19.00     2.78    41.06    20.01    19.76    13.64    10.15     5.17    85.36     4.75    79.28    57.35   100.94    42.23     9.84    13.07     4.85     8.71    10.34     7.00    51.08     1.35     3.46     3.37    14.74    11.72    43.32     1.64     2.06    19.63     2.84    27.09     3.79     2.93     3.78     3.48     1.43   327.91    80.89    40.01    42.74    10.57
 202010041700    66.45     6.51    18.48    77.77     9.08     1.53     2.87    24.21     2.02    50.68    16.92    24.37    19.67    10.99     4.27   104.92     3.20    95.62    47.01   124.96    47.81     8.68    15.46     5.58     7.00    11.14     8.78    60.35     1.07     3.30     2.38    12.08    16.19    61.28     1.17     1.66    21.60     4.17    29.49     5.39     3.65     4.59     3.54     1.23   376.35    91.71    46.13    49.91    12.81
