 aaaammgghhpp  ARGE00   ARME00   ARRE00   AVET00   BOAT00   CARA00   CAST00   CERU00   CERV00   ERRO00   IMPE00   LEIR00   LERO00   LETI00   MARE00   MERETA   MERU00   MOLIBR   NERV00   PANESI   POLC00   PORA00   POSARA   POSLEV   PRIN00   QUIL00   RECC00   ROSSIG   SCIU00   SEGN00   SLOR00   TANA00   TEIR00   TIGLIE   VARA00   VCRO00   SANS00   CHIA00   BISA00   STRL00   NRVI00   SORI00   RUPI00   GHIA00   AMEF00   TREB00   CRIXIA   CENGIO   VARPEG 
 202010011100     0.00     0.00     0.02    11.48     1.22     0.00     0.00     1.13     0.00     0.02     0.00     1.89     1.80     0.06     0.00    17.66     0.00     0.00     0.00     5.22     5.26     0.00     0.28     0.08     0.00     0.01     0.93     1.66     0.00     0.02     0.00     0.00     0.06     0.01     0.00     0.00     0.00     1.06     3.61     0.33     0.45     0.15     0.10     0.00     1.48    10.33     0.00     0.00     1.91
 202010011200     0.00     0.00     0.02    12.86     1.44     0.00     0.00     1.23     0.00     0.02     0.00     2.11     1.86     0.06     0.00    20.27     0.00     0.00     0.00     5.87     5.62     0.00     0.32     0.15     0.00     0.01     1.08     1.88     0.00     0.02     0.00     0.00     0.06     0.05     0.00     0.00     0.00     1.08     4.04     0.36     0.50     0.20     0.10     0.00     1.55    12.04     0.00     0.00     2.03
 202010011300     0.00     0.00     0.02    14.14     1.50     0.00     0.00     1.28     0.00     0.02     0.00     2.24     1.94     0.06     0.00    23.02     0.00     0.00     0.00     6.65     5.94     0.00     0.34     0.24     0.00     0.01     1.21     2.03     0.00     0.02     0.00     0.00     0.06     0.10     0.00     0.00     0.00     1.08     4.47     0.43     0.49     0.31     0.10     0.00     1.61    13.49     0.00     0.00     2.06
 202010011400     0.00     0.00     0.02    15.00     1.51     0.00     0.00     1.35     0.00     0.02     0.00     2.39     2.00     0.07     0.00    25.44     0.00     0.00     0.00     7.23     6.35     0.00     0.38     0.26     0.00     0.01     1.23     2.05     0.00     0.02     0.00     0.00     0.06     0.14     0.00     0.00     0.00     1.09     4.65     0.54     0.50     0.37     0.10     0.00     1.64    14.85     0.00     0.00     2.09
 202010011500     0.00     0.00     0.02    15.76     1.58     0.00     0.00     1.37     0.00     0.02     0.00     2.43     2.07     0.08     0.00    26.88     0.00     0.00     0.00     7.85     6.52     0.00     0.41     0.33     0.00     0.01     1.27     2.12     0.00     0.02     0.00     0.00     0.06     0.15     0.00     0.00     0.00     1.09     4.82     0.62     0.52     0.42     0.10     0.00     1.71    15.86     0.00     0.00     2.20
 202010011600     0.00     0.00     0.02    16.40     1.62     0.00     0.00     1.51     0.00     0.02     0.00     2.47     2.07     0.08     0.00    27.81     0.00     0.00     0.00     8.29     6.64     0.00     0.40     0.44     0.00     0.01     1.38     2.23     0.00     0.01     0.00     0.00     0.05     0.19     0.00     0.00     0.00     1.10     4.96     0.74     0.53     0.47     0.10     0.00     1.82    16.48     0.00     0.00     2.29
 202010011700     0.00     0.00     0.02    17.09     1.73     0.00     0.00     1.62     0.00     0.02     0.00     2.56     2.07     0.09     0.00    28.65     0.00     0.00     0.56     8.75     6.85     0.00     0.40     0.56     0.00     0.01     1.43     2.34     0.00     0.01     0.00     0.00     0.05     0.23     0.00     0.29     0.00     1.09     5.11     0.73     0.52     0.54     0.10     0.00     1.91    17.10     0.00     0.00     2.35
 202010011800     0.02     0.00     0.02    17.68     3.43     0.00     0.00     1.66     0.00     0.02     0.00     2.60     2.08     0.09     0.00    29.28     0.00     0.00     1.75    11.16     7.05     0.00     0.46     0.63     0.00     0.01     1.51     2.48     0.00     0.01     0.00     0.00     0.06     0.30     0.00     1.42     0.00     1.11     5.29     0.74     0.52     0.57     0.16     0.00     2.02    17.55     0.00     0.00     2.35
 202010011900     0.08     0.37     0.02    17.94     4.73     0.12     0.00     1.71     0.00     0.02     0.00     2.58     2.12     0.08     0.00    29.99     0.11     0.00     1.53    13.79     7.94     0.00     0.62     0.86     0.21     0.01     1.85     2.54     0.00     0.01     0.00     0.00     0.06     0.32     0.00     1.00     0.00     1.33     6.87     1.34     0.72     0.57     0.22     0.00     2.04    18.19     0.00     0.00     2.36
 202010012000     1.39     1.29     0.02    19.93     4.63     0.49     0.00     1.70     0.27     0.02     0.17     2.59     2.12     0.08     0.00    31.89     0.41     0.23     0.59    17.87    10.79     0.00     0.71     1.11     0.27     0.01     2.84     2.61     0.00     0.01     0.00     0.00     0.06     0.35     0.00     0.15     0.00     3.16    11.71     1.93     0.97     0.92     0.21     0.00     2.07    18.80     0.00     0.00     2.93
 202010012100     2.14     0.88     0.03    35.79     5.24     0.51     0.00     1.81     0.12     0.01     0.67     2.58     2.13     0.08     0.00    39.22     0.00     0.08     0.12    21.07    17.61     0.00     0.70     1.15     0.18     0.01     3.32     2.72     0.00     0.01     0.00     0.00     0.06     0.36     0.00     0.04     0.00     6.35    10.24     2.03     1.04     1.02     0.20     0.00     2.11    26.13     0.00     0.00     4.76
 202010012200     2.27     0.47     0.04    69.95     4.41     1.73     0.00     1.81     0.05     0.01     3.16     2.57     2.14     0.08     0.00    58.95     0.04     0.00     0.21    30.43    27.61     0.00     0.79     1.43     0.08     0.01     3.44     2.79     0.00     0.01     0.15     0.00     0.07     0.36     0.00     0.18     0.00     6.44    14.95     2.94     1.80     1.70     0.19     0.00     2.80    54.53     0.00     0.00     5.72
 202010012300     1.90     0.47     0.06    99.80     4.99     1.59     0.00     1.85     0.31     0.01     3.01     2.57     2.16     0.07     0.00    89.18     0.07     0.00     0.43    38.14    26.21     0.00     0.71     1.14     0.14     0.01     4.89     3.01     0.00     0.01     0.13     0.00     0.45     0.38     0.00     0.48     0.00     3.98    21.53     4.58     2.13     1.74     0.18     0.00     7.01    99.57     0.00     0.00     4.20
 202010020000     0.17     0.55     0.12   104.76     5.91     1.02     0.00     1.84     0.23     0.01     0.43     2.70     2.20     0.08     0.00   103.12     0.03     0.00     0.22    50.18    26.37     0.00     0.97     1.32     0.00     0.01     5.43     3.40     0.00     0.01     0.00     0.00     0.33     0.39     0.00     0.03     0.00     4.34    29.15     4.43     2.34     2.06     0.24     0.01     9.99   158.30     0.00     0.00     4.45
 202010020100     0.01     0.00     0.06   127.76    12.03     0.93     0.13     2.83     0.01     0.01     0.02     2.93     2.15     0.07     0.00   118.39     0.03     0.01     0.02    59.12    27.24     0.00     3.09     2.04     0.00     0.01    10.06     4.00     0.00     0.01     0.00     0.00     0.22     0.48     0.00     0.00     0.00     5.01    32.48     6.30     5.23     7.01     0.57     0.08    12.36   192.50     0.00     0.00     5.63
 202010020200     0.00     0.00     0.06   149.75    32.11     0.70     0.13     2.13     0.01     0.01     0.03     3.01     2.13     0.07     0.00   163.07     0.03     0.01     0.00    90.40    36.61     0.00     9.38     8.02     0.00     0.01    22.32     4.29     0.00     0.01     0.00     0.00     0.19     0.56     0.00     0.00     0.00     4.12    46.34    11.27     7.88     8.77     3.86     0.10    16.24   216.20     0.00     0.00     6.06
 202010020300     0.00     0.00     0.06   230.79    61.68     0.36     0.88     2.02     0.03     0.01     0.03     2.82     2.11     0.07     0.00   172.59     0.03     0.01     0.00   192.02    35.13     0.00    24.79    19.31     0.00     0.01    25.42     4.32     0.00     0.01     0.00     0.00     0.23     0.52     0.00     0.00     0.00     3.49    65.28     9.27     7.14     8.01    12.62     0.08    21.26   253.59     0.00     0.00     4.81
 202010020400     0.00     0.00     0.06   420.62    46.26     0.00     2.84     1.99     0.03     0.01     0.06     2.66     2.09     0.06     0.00   173.36     0.03     0.01     0.00   531.20    27.71     0.00   130.72    79.44     0.00     0.01    15.45     4.46     0.00     0.01     0.00     0.00     0.24     0.54     0.00     0.00     0.00     3.15    67.99     7.19     3.04     4.51    22.55     0.21    32.83   279.47     0.00     0.00     3.68
 202010020500     0.02     0.00     0.06   583.78    28.34     0.10     3.70     1.99     0.07     0.01     0.11     2.61     2.06     0.06     0.00   160.72     0.04     0.01     0.03   828.17    22.88     0.00   257.09   112.26     0.00     0.01    10.36     4.47     0.00     0.01     0.00     0.00     0.25     0.56     0.00     0.01     0.00     2.86    48.92     5.79     1.35     3.69    15.79     0.34    42.27   252.86     0.00     0.00     3.26
 202010020600     0.03     0.00     0.10   563.33    21.34     0.08     3.30     2.00     0.15     0.01     0.12     2.67     2.13     0.20     0.00   143.97     0.08     0.03     0.47   833.78    20.85     0.00   294.00   106.73     0.00     0.02     9.76     4.47     0.00     0.06     0.02     0.00     0.49     0.53     0.00     0.37     0.01     3.00    32.29     3.72     1.44     2.61     6.52     0.20    54.04   197.23     0.00     0.00     3.43
 202010020700     0.20     0.03     0.29   460.63    29.05     0.97     3.71     4.14     1.20     0.10     4.25     6.49     3.80     0.51     0.00   127.35     0.50     0.12     2.53   641.61    24.86     0.00   230.24    73.95     0.19     0.15    17.31     5.37     0.00     0.26     0.20     0.00     1.18     0.76     0.00     2.26     0.05     5.85    31.08     7.46     5.44     7.57     4.56     0.18    74.93   169.75     0.00     0.00     7.42
 202010020800     0.85     0.18     1.78   418.63    52.60     0.38     2.62    12.84     1.64     0.90     5.43    14.57    11.73     2.69     0.47   140.40     1.78     1.81     4.71   483.12    56.73     0.21   142.05    40.76     0.70     0.88    39.62    18.75     0.37     1.46     0.17     0.00     5.72     3.31     0.57     4.28     1.33     7.83    65.97    19.00     9.73    12.27     4.97     0.18   100.89   214.12     0.00     0.00    19.20
 202010020900     1.92     1.40     3.15   453.86    46.45     0.06     1.52    22.36     0.57     1.43     1.68    15.05    21.78     2.56     0.61   172.77     0.75     3.56     4.01   487.70    90.89     0.66    75.46    19.70     0.36     1.60    37.12    47.75     0.10     1.24     0.01     0.00     5.09    10.34     0.42     1.09     0.70     7.06   101.76    16.93     9.21    12.58     4.78     0.19   141.33   380.23     0.00     0.26    18.82
 202010021000     6.18     1.72     2.06   514.60    27.11     0.14     1.03    11.44     0.28     1.03     1.01    10.04    10.27     0.99     0.13   210.12     0.21     1.99     5.14   603.21    85.32     0.00    36.93     9.90     0.28     0.65    21.00    40.20     0.03     0.39     0.03     0.00     1.55    11.14     0.00     0.07     0.12     5.36   103.97    12.67     4.22     8.99     3.45     0.20   272.86   524.21     2.35     0.24    10.31
 202010021100     9.11     0.77     0.97   474.45    18.76     0.25     0.99     8.53     0.28     0.72     0.59     9.05     7.11     0.86     0.23   237.49     0.19     1.35     6.44   591.07    59.57     0.13    18.79     7.21     0.43     0.29    13.49    32.97     0.00     0.23     0.10     0.00     1.39    11.03     0.10     0.00     0.26     5.43    82.99    10.62     2.03     5.17     2.70     0.21   614.50   491.36     8.37     0.21     7.14
 202010021200     7.80     0.50     0.79   343.79    13.44     0.17     0.96     8.29     0.28     0.65     1.08     9.74     6.69     0.67     0.17   256.94     0.19     2.38     4.02   432.59    46.54     0.08    12.98     6.19     1.09     0.20    10.07    31.76     0.00     0.26     0.09     0.00     1.63    12.63     0.01     0.00     0.19     4.88    52.88     5.90     1.84     3.72     1.99     0.22   756.51   382.08     5.55     0.56     8.96
 202010021300     4.77     0.42     0.83   231.54    11.64     0.19     1.02    11.91     0.30     0.41     1.21     9.87     8.93     0.44     0.00   228.59     0.20     1.25     1.42   266.13    40.32     0.00    12.27     5.68     1.54     0.21     7.64    44.55     0.00     0.17     0.02     0.00     1.08    13.54     0.00     0.03     0.16     4.11    33.57     3.81     1.81     3.12     1.93     0.21   638.71   296.44     3.59     0.54     9.90
 202010021400     0.96     0.42     0.94   159.80    11.06     0.24     1.13     8.06     0.30     0.31     0.96     8.26     5.73     0.37     0.00   174.51     0.25     1.57     0.68   178.20    39.93     0.00    12.15     5.58     0.46     0.23     6.21    39.08     0.00     0.16     0.01     0.04     0.93    11.98     0.00     0.23     0.16     3.61    25.97     3.25     1.74     2.93     1.96     0.21   508.80   216.19     3.86     0.51     8.65
 202010021500     0.44     0.06     0.75   123.98     8.69     0.34     1.29     5.89     0.34     0.29     0.59     6.87     4.65     0.33     0.00   133.49     0.31     3.92     1.27   148.10    39.61     0.00    12.52     5.58     0.28     0.16     5.79    30.64     0.00     0.16     0.01     0.31     0.94    10.86     0.00     0.60     0.17     3.55    23.82     3.38     1.81     2.67     2.03     0.22   388.40   160.87     2.84     0.45     6.92
 202010021600     8.81     0.11     0.79   101.54     7.93     0.36     1.26     5.85     0.38     0.33     0.44     6.78     4.31     0.36     0.00   113.22     0.32     7.55     2.12   137.09    39.71     0.00    13.20     5.62     0.32     0.18     6.34    26.34     0.00     0.17     0.01     1.84     1.10    10.96     0.00     0.77     0.16     4.44    26.00     4.59     3.08     3.40     2.07     0.21   331.28   132.27     1.73     0.12     7.52
 202010021700    16.54     0.18     1.33    87.99     9.04     0.41     1.21    10.49     0.50     0.66     0.49    11.83     7.34     0.47     0.00   114.83     0.42    17.48     2.60   132.72    51.33     0.00    12.58     5.44     0.31     0.20     8.78    36.32     0.00     0.19     0.01     9.43     1.50    18.72     0.01     0.07     0.27     6.59    33.22     7.59     4.02     4.36     2.13     0.20   286.35   110.88     1.54     0.15    13.14
 202010021800    32.64     0.77     1.76    80.30     8.31     0.60     1.23    23.83     0.61     0.77     0.62    21.67    12.96     0.47     0.00   133.14     0.55    34.52     5.31   128.40    73.25     0.00    12.30     5.27     0.57     0.23     9.48    76.70     0.00     0.19     0.03    25.07     1.43    41.44     0.02     0.52     0.22     7.44    49.50     8.11     3.34     4.61     2.19     0.20   263.97   108.84     1.26     0.46    20.39
 202010021900    53.07     3.47     2.23    76.30     7.18     0.82     1.19    16.20     0.68     2.05     0.92    14.45     8.74     1.12     0.00   153.67     0.75    46.84     5.54   133.24    87.99     0.00    12.26     5.17     1.01     0.53     7.23    78.81     0.00     0.50     0.07    57.99     2.61    38.23     0.11     1.74     0.65     5.58    49.20     6.71     2.54     4.25     2.14     0.22   259.79   110.85     1.05     1.53    17.05
 202010022000    95.12     5.02     5.48    73.96     6.93     0.97     1.18    17.81     0.94     4.61     1.35    13.76    12.35     2.59     0.00   168.99     1.03    74.47     7.42   139.98    74.38     0.03    11.97     5.04     1.37     1.26     7.07    77.42     0.03     0.87     0.27   126.70     5.27    61.37     0.14     0.66     2.20     5.01    41.37     5.49     2.28     4.82     2.13     0.22   293.60   102.57     2.40     4.37    12.51
 202010022100   180.87     4.46    11.06    70.16     6.93     1.21     1.18    29.08     1.19     8.75     1.86    16.02    19.42     4.35     0.00   169.40     1.17   110.91    18.44   131.94    63.69     0.08    11.82     4.95     2.23     2.29     8.73   102.14     0.20     1.20     0.38   158.65     8.64   124.17     0.20     1.41     3.79     5.09    32.56     4.43     2.37     6.74     2.18     0.22   327.61   104.11     6.19     9.13    10.70
 202010022200   313.31    10.22    11.49    72.48     6.80     1.75     1.15    31.43     1.45    15.29     2.46    17.18    18.52     3.86     0.11   146.65     1.48   171.87    59.19   124.05    55.64     0.12    11.76     4.90     3.49     3.04     8.92   128.59     0.09     1.33     0.50   182.76     9.21   156.99     0.24     4.89     3.88     4.31    28.03     3.74     2.15     6.59     2.17     0.22   358.54   105.46    10.55    18.77    12.78
 202010022300   461.70    47.18    10.00    78.18     6.53     3.07     1.12    23.10     1.65    19.49     5.04    12.41    13.86     2.91     0.22   127.22     1.54   292.31   134.69   122.67    56.08     0.28    11.47     4.77    11.43     2.55     7.01   115.72     0.05     1.09     2.37   232.00     7.49   147.40     0.15     6.00     3.59     3.76    27.06     3.43     2.03     4.85     2.13     0.21   342.93   105.24    14.27    33.59    10.67
 202010030000   664.79   101.10     8.00    75.46     6.31     3.36     1.12    14.35     2.39    24.08    10.60     9.99     9.73     3.15     0.41   116.14     2.42   440.99   245.30   123.90    51.86     1.29    11.23     4.65    18.33     2.59     6.18    82.69     0.16     1.14     5.83   262.09     7.00   110.33     0.37     1.88     4.30     3.47    25.81     3.27     1.91     3.76     2.09     0.21   335.29    99.87    20.00    63.31     8.21
 202010030100   847.58    91.53     9.03    71.53     6.19     4.24     1.12    11.77     2.78    35.34    23.14     9.64     9.74     4.52     1.38   109.80     2.59   608.05   298.90   121.85    47.96     2.59    11.06     4.56    26.12     5.20     5.78    61.40     0.20     2.06     8.06   210.58     8.97    80.31     0.39     0.36     7.35     3.39    24.31     3.15     1.86     3.36     2.08     0.21   338.90    91.18    31.07   134.08     6.96
 202010030200   792.91    44.96    15.42    72.40     7.64     2.97     1.24    20.44     2.60    59.25    30.36    14.45    15.14     7.21     1.64   110.77     1.57   792.72   278.85   118.31    46.54     4.68    11.22     4.63    22.75     7.83     7.79    64.95     0.08     2.56     7.48   136.74    14.91   109.96     0.11     0.10    12.71     5.42    26.00     5.03     4.91     5.87     2.74     0.28   318.64    91.31    47.30   197.27    11.29
 202010030300   524.61    21.47    13.68    89.12    14.97     2.97     2.84    30.22     3.26    75.75    35.64    22.76    19.01     5.40     1.69   132.59     2.21   844.01   195.00   120.12    62.68     3.68    15.72     6.41    19.27     4.85    16.32    93.48     0.06     1.41     4.53    83.43    11.50   133.59     0.25     0.34    13.84     6.72    39.24    10.37     6.90     8.35     5.44     0.78   298.64   128.47    58.28   229.42    20.45
 202010030400   272.06    19.65    11.01   140.80    20.42     4.05     3.67    20.96     3.13    67.45    30.29    14.99    13.26     5.63     1.71   169.91     2.56   699.49   115.89   159.96    98.92     3.50    32.93    11.47    17.13     4.35    19.51    93.02     0.07     1.34     3.98    63.07     9.76   109.80     0.24     0.74    12.20     4.67    64.51    11.68     5.74     8.24     7.04     0.78   299.95   228.99    73.66   213.88    15.71
 202010030500   170.72    21.68     8.68   222.59    16.53     4.18     3.84    13.94     3.31    55.25    26.81    12.26     9.19     5.11     1.97   203.63     3.31   436.17    95.29   286.18    90.33     4.07    39.27    13.84    14.27     4.86    14.94    71.44     0.13     1.61     4.21    56.54     9.31    80.37     0.43     0.79    12.11     4.34    77.80    10.13     5.12     7.78     8.19     0.63   293.56   294.13    68.17   162.58    10.92
 202010030600   164.23    17.76     7.99   266.73    19.68     3.57     5.35    12.07     3.28    51.15    24.51    11.88     8.50     5.77     2.37   263.53     3.12   259.54   101.63   388.06    75.78     5.42    46.16    17.00    13.08     6.08    18.98    55.28     0.05     1.67     3.96    42.97     8.63    59.84     0.36     0.52    12.91     5.55    70.99    11.12     8.27    10.40    10.21     1.03   295.61   286.41    60.69   115.60     8.84
 202010030700   156.71    12.29     7.96   281.86    26.13     3.19     5.73    13.22     3.10    46.47    21.78    12.83     9.23     6.00     2.07   324.30     2.17   189.51    91.91   431.16    90.61     5.69    53.76    20.60    11.27     5.47    25.16    53.36     0.04     1.47     3.35    31.82     8.05    49.67     0.27     0.61    13.63     5.44    81.14    14.10     9.51    12.01     9.79     1.34   326.03   293.16    55.70    91.14    14.27
 202010030800   120.50     9.58     5.83   293.47    20.07     2.59     4.30     8.80     2.01    36.23    18.95     8.36     5.90     5.00     1.73   349.14     1.30   175.84    68.17   474.67   123.04     4.63    48.13    16.34     9.59     4.47    18.34    46.28     0.00     0.93     2.69    20.12     6.36    38.36     0.14     0.67    11.46     3.50   110.00    11.36     4.80     7.06     5.31     0.49   407.68   303.47    53.25    74.52     9.81
 202010030900    76.09     3.98     2.58   256.65     9.46     1.34     2.44     2.49     0.90    23.50    12.88     3.41     2.43     3.18     0.71   343.75     0.64   147.90    50.17   457.12    91.82     2.03    28.22     7.96     3.49     1.25     7.70    27.41     0.00     0.37     0.72     8.77     2.94    19.30     0.00     0.15     6.54     2.29   108.07     6.54     1.12     2.72     2.46     0.02   541.27   263.82    46.38    57.12     3.72
 202010031000    41.06     1.09     0.95   173.65     5.15     0.87     1.33     0.81     0.25    15.24     5.64     1.76     1.13     1.57     0.23   312.19     0.46   101.58    26.44   333.73    52.21     0.46    14.94     3.80     1.53     0.39     3.99    13.06     0.00     0.21     0.17     4.45     1.43     9.90     0.00     0.06     4.02     1.63    63.31     3.46     0.04     0.95     0.75     0.00   687.27   182.46    37.93    39.86     0.43
 202010031100    14.35     0.34     0.31    97.34     3.16     0.43     0.41     0.18     0.11     8.98     2.12     0.38     0.72     0.84     0.10   246.54     0.28    56.93     8.70   178.18    24.95     0.06     5.96     1.22     0.56     0.20     1.68     5.92     0.00     0.15     0.00     1.65     0.60     4.38     0.00     0.00     2.79     0.75    28.53     0.95     0.00     0.27     0.10     0.00   801.03   115.28    25.79    22.71     0.16
 202010031200     3.34     0.04     0.11    47.84     2.42     0.17     0.00     0.10     0.01     5.76     0.69     0.02     0.34     0.51     0.00   147.94     0.08    19.07     2.74    71.56    10.79     0.00     1.72     0.09     0.16     0.03     0.31     2.69     0.00     0.07     0.00     0.65     0.31     1.90     0.00     0.00     1.71     0.31     8.70     0.09     0.00     0.00     0.00     0.00   785.75    64.60    15.01    11.39     0.01
 202010031300     0.74     0.00     0.03    20.28     1.62     0.07     0.00     0.00     0.00     3.04     0.21     0.00     0.12     0.24     0.00    73.78     0.04     6.05     1.02    21.78     4.27     0.00     0.25     0.00     0.04     0.00     0.00     1.43     0.00     0.05     0.00     0.19     0.16     0.57     0.00     0.00     0.93     0.17     2.00     0.00     0.00     0.00     0.00     0.00   703.80    30.26     8.24     5.29     0.00
 202010031400     0.11     0.00     0.00     7.58     0.63     0.01     0.00     0.00     0.00     1.27     0.03     0.00     0.00     0.08     0.00    33.56     0.00     1.51     0.31     4.36     0.62     0.00     0.00     0.00     0.00     0.00     0.00     0.45     0.00     0.00     0.00     0.07     0.08     0.05     0.00     0.00     0.55     0.05     0.19     0.00     0.00     0.00     0.00     0.00   525.71    14.24     4.35     1.97     0.00
 202010031500     0.00     0.00     0.00     1.85     0.40     0.00     0.00     0.00     0.00     0.83     0.00     0.00     0.00     0.00     0.00    14.05     0.00     0.28     0.00     0.61     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.02     0.00     0.00     0.00     0.00     0.02     0.00     0.00     0.00     0.28     0.00     0.00     0.00     0.00     0.00     0.00     0.00   306.45     8.70     1.97     0.67     0.00
 202010031600     0.00     0.00     0.00     0.40     0.32     0.00     0.00     0.00     0.00     0.49     0.00     0.00     0.00     0.00     0.00     6.00     0.00     0.04     0.00     0.01     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.14     0.00     0.00     0.00     0.00     0.00     0.00     0.00   154.73     4.69     0.76     0.15     0.00
 202010031700     0.00     0.00     0.00     0.05     0.06     0.00     0.00     0.00     0.00     0.14     0.00     0.00     0.00     0.00     0.00     1.67     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.07     0.00     0.00     0.00     0.00     0.00     0.00     0.00    73.56     2.13     0.13     0.05     0.00
