 aaaammgghhpp  ARGEME   ARMVAL   AVECAB   CAIROM   CAMINA   CARASC   FORNOL   IMPERU   MOLINE   MURIAL   NERV01   NEVCIS   PORTOV   SANTUA   STSGIU   VOBBIE   QUAZQU   BOLSTE   POLCAM   BISMOL   ROVEGN   SCRISO   CAMPST 
 202010030100   822.34    75.71    15.85    30.82     9.31    87.37   309.56    27.15     9.68   115.69   224.85   121.47   766.64     2.58     3.55    20.10     0.66     7.94    44.15    16.15    60.34    84.37    40.94
 202010030200   596.93    36.21    17.12    49.21     9.44    85.55   296.46    33.78    15.59   151.58   138.72   116.05   728.99     3.63     5.15    21.85     1.30    12.62    44.55    19.02    62.32    85.43    51.96
 202010030300   318.40    17.72    33.51    56.07    13.11    94.46   294.50    29.06    20.82   124.74    79.63    81.31   505.04     3.63     4.03    38.12     0.86    10.27    77.20    40.65   106.22   101.24    73.28
 202010030400   176.96    19.98    55.73    49.24    30.47   166.05   284.49    24.22    14.92    88.07    71.41    49.40   291.31     3.39     3.75    51.34     1.16     8.66    94.12    58.85   188.72   119.30    60.01
 202010030500   155.77    20.98    56.25    42.41    37.72   283.00   291.87    20.92    12.12    63.78    79.38    40.56   191.62     3.70     3.93    49.15     1.63     7.83    78.37    54.32   204.75   156.91    44.22
 202010030600   156.77    15.21    62.19    38.17    46.02   335.64   331.24    19.15    11.50    48.57    66.88    41.91   170.09     4.65     4.17    53.59     1.99     7.68    72.27    54.98   208.80   220.45    38.35
 202010030700   126.99    11.00    70.48    37.60    53.08   372.08   421.13    17.72    11.80    42.86    47.46    37.64   156.28     3.90     3.78    69.80     1.83     7.32   105.18    85.75   229.46   252.76    41.07
 202010030800    85.40     8.89    61.95    34.70    45.96   408.46   571.42    13.44     7.05    35.28    34.40    30.63   118.97     3.29     2.49    67.49     1.34     5.24   111.07    98.15   234.25   267.33    30.72
 202010030900    47.72     2.04    34.98    28.08    27.14   363.87   724.21     5.83     3.30    24.92    15.72    18.52    79.18     1.37     1.85    41.66     0.42     2.24    71.20    60.94   181.54   273.82    14.92
 202010031000    20.19     0.62    19.11    17.30    14.80   238.39   795.19     2.58     1.38    11.45     4.68     4.18    35.19     1.02     1.49    18.40     0.18     1.09    38.90    27.79   116.60   272.81     7.56
 202010031100     4.55     0.07     8.93    10.12     6.49   116.59   775.89     0.86     0.18     5.73     1.50     1.29    10.07     0.59     0.91     4.80     0.10     0.55    17.33     8.72    70.49   205.48     3.98
 202010031200     1.16     0.03     2.96     4.73     1.58    44.62   670.31     0.25     0.00     2.47     0.60     0.18     3.27     0.24     0.66     0.68     0.03     0.31     7.78     2.18    35.54   114.88     2.09
 202010031300     0.25     0.00     0.45     1.92     0.01    12.54   465.04     0.03     0.00     0.81     0.20     0.00     0.58     0.08     0.39     0.15     0.00     0.13     2.14     0.30    16.28    54.22     0.86
 202010031400     0.00     0.00     0.00     0.66     0.00     1.98   263.49     0.00     0.00     0.38     0.00     0.00     0.08     0.00     0.18     0.00     0.00     0.04     0.15     0.00     9.15    24.54     0.14
 202010031500     0.00     0.00     0.00     0.12     0.00     0.31   131.90     0.00     0.00     0.05     0.00     0.00     0.00     0.00     0.09     0.00     0.00     0.00     0.00     0.00     5.02    10.17     0.00
 202010031600     0.00     0.00     0.00     0.00     0.00     0.00    59.33     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.04     0.00     0.00     0.00     0.00     0.00     2.63     3.50     0.00
 202010031700     0.00     0.00     0.00     0.00     0.00     0.00    25.21     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.42     0.66     0.00
 202010031800     0.00     0.00     0.00     0.00     0.00     0.00    10.20     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.26     0.00     0.00
 202010031900     0.00     0.00     0.00     0.00     0.00     0.00     4.08     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
 202010032000     0.00     0.00     0.00     0.00     0.00     0.00     1.04     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
 202010032100     0.00     0.00     0.00     0.00     0.00     0.00     0.20     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
 202010032200     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
 202010032300     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
 202010040000     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
