a1sDateVet a1dLivOssMean a1dQOssMean a1dLivOssMax a1dQOssMax flagSdD
202009300000 -1.44 5.05 -1.44 5.05 4
202009300100 -1.44 5.05 -1.44 5.05 4
202009300200 -1.45 4.78 -1.44 5.05 4
202009300300 -1.47 4.26 -1.45 4.78 4
202009300400 -1.51 3.3 -1.49 3.77 4
202009300500 -1.52 3.08 -1.52 3.08 4
202009300600 -1.54 2.67 -1.53 2.87 4
202009300700 -1.54 2.67 -1.54 2.67 4
202009300800 -1.55 2.47 -1.54 2.67 4
202009300900 -1.55 2.47 -1.55 2.47 4
202009301000 -1.55 2.47 -1.55 2.47 4
202009301100 -1.56 2.28 -1.53 2.87 4
202009301200 -1.5 3.53 -1.46 4.52 4
202009301300 -1.46 4.52 -1.45 4.78 4
202009301400 -1.45 4.78 -1.45 4.78 4
202009301500 -1.44 5.05 -1.44 5.05 4
202009301600 -1.44 5.05 -1.44 5.05 4
202009301700 -1.44 5.05 -1.44 5.05 4
202009301800 -1.44 5.05 -1.44 5.05 4
202009301900 -1.44 5.05 -1.43 5.33 4
202009302000 -1.44 5.05 -1.44 5.05 4
202009302100 -1.44 5.05 -1.43 5.33 4
202009302200 -1.44 5.05 -1.43 5.33 4
202009302300 -1.44 5.05 -1.44 5.05 4
202010010000 -1.44 5.05 -1.43 5.33 4
202010010100 -1.44 5.05 -1.44 5.05 4
202010010200 -1.45 4.78 -1.44 5.05 4
202010010300 -1.46 4.52 -1.45 4.78 4
202010010400 -1.48 4.01 -1.47 4.26 4
202010010500 -1.48 4.01 -1.48 4.01 4
202010010600 -1.49 3.77 -1.49 3.77 4
202010010700 -1.5 3.53 -1.49 3.77 4
202010010800 -1.53 2.87 -1.51 3.3 4
202010010900 -1.55 2.47 -1.54 2.67 4
202010011000 -1.55 2.47 -1.55 2.47 4
202010011100 -1.54 2.67 -1.48 4.01 4
202010011200 -1.47 4.26 -1.45 4.78 4
202010011300 -1.45 4.78 -1.45 4.78 4
202010011400 -1.45 4.78 -1.44 5.05 4
202010011500 -1.44 5.05 -1.44 5.05 4
202010011600 -1.44 5.05 -1.44 5.05 4
202010011700 -1.44 5.05 -1.44 5.05 4
202010011800 -1.44 5.05 -1.43 5.33 4
202010011900 -1.4 6.21 -1.38 6.83 4
202010012000 -1.39 6.52 -1.38 6.83 4
202010012100 -1.39 6.52 -1.39 6.52 4
202010012200 -1.4 6.21 -1.39 6.52 4
202010012300 -1.4 6.21 -1.39 6.52 4
202010020000 -1.4 6.21 -1.39 6.52 4
202010020100 -1.38 6.83 -1.35 7.81 4
202010020200 -1.28 10.32 -1.22 12.71 4
202010020300 -1.07 19.55 -0.79 35.47 4
202010020400 0.68 194.76 2.31 491.02 4
202010020500 2.55 546.72 2.66 573.11 4
202010020600 2.18 461.94 2.47 527.86 4
202010020700 1.49 320.71 1.85 391.61 4
202010020800 1.02 242.87 1.17 265.84 4
202010020900 1.14 261.16 1.57 335.93 4
202010021000 1.88 397.79 2.14 453.14 4
202010021100 1.96 414.49 2.14 453.14 4
202010021200 1.25 278.54 1.51 324.48 4
202010021300 0.75 204.24 0.91 226.73 4
202010021400 0.46 166.34 0.54 176.44 4
202010021500 0.25 141.01 0.35 152.86 4
202010021600 0.08 121.68 0.18 132.93 4
202010021700 -0.04 108.62 0.02 115.09 4
202010021800 -0.15 97.03 -0.08 104.36 4
202010021900 -0.21 90.86 -0.19 92.9 4
202010022000 -0.28 83.78 -0.24 87.81 4
202010022100 -0.35 76.82 -0.31 80.78 4
202010022200 -0.4 71.93 -0.37 74.86 4
202010022300 -0.45 67.09 -0.42 69.98 4
