 aaaammgghhpp  FERRAN   ARGE01   CALAMA   LAPRES   NERVBU   PBATTO   STUR00   IMPTRE   ARRO01   PENNEV   ACQULE   SECCPO   PONTEX   LAVA01   TREB01   SCRBUS   CARCAR 
 202010020000     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.01     0.00
 202010020100     0.00     0.00     0.26     2.13     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.09     0.17     0.00     0.34     0.36     0.00
 202010020200     0.00     0.00     2.63     9.63     0.00     0.00     3.47     0.00     0.00     0.00     0.17     0.42     0.66     7.14     4.87     1.11     0.00
 202010020300     0.00     0.00     9.66    12.03     0.00     0.50    68.21     0.00     0.00     0.00     0.26     0.62     0.75    87.47    20.04     1.16     0.00
 202010020400     0.00     0.00    17.64    11.13     0.00     2.68   240.42     0.00     0.00     0.00     0.32     0.92     0.78   188.30    24.95     6.56     0.00
 202010020500     0.00     0.00    28.34     7.74     0.00     9.92   317.78     0.00     0.00     0.00     0.49     1.25     1.25   168.96    23.78    11.99     0.00
 202010020600     0.00     0.00    34.41     7.79     0.00    26.32   276.35     0.00     0.00     0.00     0.61     1.78     1.68   119.94    23.73    17.20     0.00
 202010020700     0.00     0.00    37.10    17.74     0.69    67.60   205.99     0.00     0.00     0.00     2.66     7.59     3.21    76.62    44.20    26.20     0.00
 202010020800     0.00     0.08    51.72    37.91     2.48   236.14   196.08     0.00     0.16     0.00     5.13    14.50    16.41   119.49   115.58    48.79     0.04
 202010020900     0.20     0.32    89.04    48.40     3.09   568.15   232.87     0.07     0.10     0.00     5.45    12.31    23.75   236.23   195.40    89.66     0.43
 202010021000     0.73     1.95   110.13    35.75     1.71   640.15   216.24     0.32     0.07     0.29     4.73     9.92    18.86   323.26   171.08   128.97     0.81
 202010021100     0.16     1.29   117.26    21.68     0.28   501.74   158.81     0.49     0.60     0.58     5.16    10.23    15.85   268.43   129.23   161.09     0.30
 202010021200     0.18     0.56   116.69    12.78     0.08   365.14   103.97     0.45     1.96     0.31     5.98     9.65    15.17   149.34    92.54   139.43     0.19
 202010021300     0.51     0.01   117.10    10.45     0.30   258.20    65.28     0.25     3.77     0.80     6.21     9.18    17.17    84.83    61.79   105.54     0.40
 202010021400     0.26     1.51   121.00     9.87     0.49   192.96    50.00     0.05    13.35     1.82     5.55     9.43    19.31    58.91    47.74    82.08     0.19
 202010021500     0.12    12.93   127.33     9.73     0.94   146.47    45.00     0.00    28.09     3.71     4.87    10.39    17.28    49.06    44.99    70.55     0.12
 202010021600     0.27    14.71   130.37    13.01     1.26   121.44    41.77     0.00    35.56     2.79     5.17    13.31    20.87    47.64    38.64    65.70     0.14
 202010021700     0.09    38.53   151.14    18.48     1.60   109.97    39.92     0.00    56.00     2.76    10.16    18.85    27.79    46.82    40.20    69.23     0.10
 202010021800     0.15    49.71   185.64    19.06     2.54   108.94    38.90     0.00    79.24     2.92    14.20    23.57    45.06    52.18    46.00    91.97     0.16
 202010021900     0.32   105.16   208.91    15.05     9.16   121.16    37.85     0.13   116.02     5.22    10.05    18.91    41.52    62.54    38.23   113.09     0.45
 202010022000     1.09   195.11   211.85    12.26    16.87   137.09    36.01     0.39   196.07     9.29     9.26    18.79    35.62    60.30    34.13   111.21     1.67
 202010022100     1.77   316.26   213.27    11.89    34.12   122.79    35.26     0.61   278.48    17.20    11.31    18.26    28.49    52.80    29.78    94.17     3.34
 202010022200     2.59   381.72   208.78    12.27    50.12   119.75    36.50     1.46   317.99    27.80    11.53    18.90    29.76    50.57    27.75    79.04     4.79
 202010022300     3.05   506.41   197.99    11.25    48.43   128.10    38.02     6.37   421.78    47.22     8.38    17.84    27.50    51.91    29.01    72.86     7.87
 202010030000     4.50   625.72   180.85    10.18    37.67   125.34    36.89    13.63   472.32    87.11     6.50    18.07    24.68    52.55    27.71    70.82    13.55
 202010030100     8.25   550.21   173.59     9.53    23.19   119.20    35.80    21.14   416.96   105.61     6.91    17.49    21.26    50.51    27.75    69.36    22.49
 202010030200    13.95   332.69   170.42    15.16    14.18   119.67    35.62    21.67   264.99    93.35    11.23    21.10    22.06    49.84    35.14    71.94    33.61
 202010030300    11.74   159.24   161.81    29.38    12.23   118.38    43.98    17.96   148.92    60.04    14.86    31.04    50.96    58.56    76.55    89.19    27.89
 202010030400    10.28   107.64   163.21    37.09    11.77   118.84    87.53    14.17    87.71    34.14    10.29    29.86    52.19   108.39    97.15   138.00    20.66
 202010030500     9.88   120.27   190.47    32.42     9.59   135.93   135.52    11.71    81.26    27.33     7.38    25.86    41.97   166.87    96.75   184.49    17.17
 202010030600    10.60   111.37   248.51    43.42     6.84   161.93   163.87    10.37    69.99    28.37     8.12    33.49    36.42   180.17   106.13   198.40    15.99
 202010030700    10.49    78.16   341.03    65.11     4.96   215.02   191.21     8.99    52.19    24.80     8.64    51.73    59.15   190.66   115.65   228.93    15.80
 202010030800     9.69    53.01   422.38    61.10     4.08   300.16   198.32     7.45    37.57    19.93     6.85    44.14    55.73   216.78   118.61   265.00    14.50
 202010030900     9.06    42.10   461.97    44.11     3.73   371.42   177.90     6.51    28.02    16.75     5.64    36.75    46.92   228.52   114.60   282.90    13.16
 202010031000     8.94    38.94   483.23    24.85     3.54   374.86   157.72     5.91    24.77    15.43     5.20    28.90    32.03   200.90    93.35   257.13    11.98
 202010031100     8.73    37.62   468.68    14.71     3.45   380.36   129.60     5.69    23.59    14.99     4.73    23.42    23.64   153.10    67.66   191.44    11.31
 202010031200     8.50    36.80   407.69    10.94     3.37   353.87    90.39     5.66    23.03    14.70     4.54    19.02    19.39    99.17    47.78   133.10    11.06
 202010031300     8.32    36.08   329.47    10.08     3.29   304.61    63.73     5.71    22.58    14.47     4.42    15.50    17.33    67.05    35.44    95.21    11.00
 202010031400     8.19    35.36   267.21     9.79     3.21   253.60    48.56     5.73    22.17    14.23     4.32    14.07    16.61    54.39    30.25    73.30    10.87
 202010031500     8.09    34.64   217.58     9.59     3.14   208.74    41.04     5.68    21.76    13.94     4.23    13.42    16.20    50.62    27.54    63.07    10.82
 202010031600     8.01    33.94   183.43     9.39     3.06   172.12    37.95     5.60    21.37    13.73     4.13    13.17    15.90    49.35    25.78    57.17    10.75
 202010031700     7.91    33.25   163.08     9.20     2.99   145.98    36.62     5.54    20.98    13.60     4.04    12.94    15.60    48.44    23.91    54.23    10.79
 202010031800     7.79    32.58   153.24     9.02     2.92   131.78    35.60     5.50    20.60    13.47     3.95    12.71    15.32    47.55    22.91    52.66    10.71
 202010031900     7.67    31.92   147.58     8.84     2.85   123.70    35.00     5.45    20.22    13.25     3.87    12.49    15.04    46.69    22.29    51.60    10.57
 202010032000     7.55    31.27   144.41     8.96     2.79   118.93    34.49     5.36    19.86    13.06     3.79    12.36    14.77    45.94    22.09    50.63    10.47
 202010032100     7.46    30.69   147.60     9.09     2.73   118.20    34.64     5.31    19.76    12.87     3.71    12.36    14.65    45.41    22.21    50.33    10.37
 202010032200     7.33    30.13   164.91     8.71     2.66   130.88    34.96     5.23    19.29    12.64     3.63    12.09    14.33    45.25    21.82    50.92    10.25
 202010032300     7.21    29.44   209.81     8.42     2.60   151.80    34.42     5.15    18.90    12.42     3.55    11.81    14.04    44.93    21.65    50.01    10.09
 202010040000     7.09    28.82   271.95     8.10     2.55   157.74    33.39     5.07    18.51    12.19     3.47    11.62    13.77    43.56    21.12    48.37    10.03
 202010040100     6.96    28.23   331.38     7.90     2.49   157.59    32.44     5.00    18.15    11.97     3.40    11.38    13.50    42.86    20.46    46.77     9.93
 202010040200     6.84    27.68   342.49     7.74     2.44   147.74    31.84     4.92    17.82    11.77     3.32    11.16    13.25    41.61    20.00    45.58     9.79
 202010040300     6.75    27.15   293.18     7.59     2.39   136.51    31.34     4.85    17.50    11.56     3.25    10.97    13.01    40.69    19.61    44.53     9.63
 202010040400     6.66    26.64   233.92     7.47     2.34   124.62    30.78     4.77    17.21    11.36     3.19    10.79    12.79    40.00    19.84    43.57     9.49
 202010040500     6.54    26.19   199.14     7.45     2.29   116.25    31.56     4.71    17.17    11.17     3.12    10.63    12.58    39.81    20.70    42.71     9.38
 202010040600     6.46    25.77   185.90     7.31     2.24   111.56    34.59     4.64    16.77    10.99     3.05    10.46    12.37    41.42    20.44    42.81     9.26
 202010040700     5.85    23.29   176.69     4.53     0.74   107.41    33.28     3.45    14.75    10.28     1.64     8.40    11.92    40.21    15.56    40.00     8.03
 202010040800     3.79    13.21   160.61     1.36     0.53    97.92    17.55     1.01     4.49     5.13     0.49     3.47     3.73    30.84     7.42    32.49     4.52
 202010040900     2.00     2.43   135.18     0.28     0.17    84.36     6.03     0.23     1.63     0.83     0.22     2.03     1.52    15.73     4.85    16.37     2.28
 202010041000     1.07     0.57    84.33     0.04     0.10    69.40     2.28     0.07     0.39     0.19     0.02     1.08     0.36     4.06     2.53     7.58     1.07
 202010041100     0.51     0.10    38.68     0.00     0.05    48.03     0.73     0.01     0.03     0.00     0.00     0.47     0.09     1.36     1.50     3.33     0.42
 202010041200     0.24     0.00    17.92     0.00     0.00    23.48     0.28     0.00     0.00     0.00     0.00     0.09     0.03     0.09     1.08     1.43     0.09
 202010041300     0.01     0.00     8.45     0.00     0.00    10.58     0.15     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.60     0.49     0.00
 202010041400     0.00     0.00     3.90     0.00     0.00     4.96     0.05     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.33     0.06     0.00
 202010041500     0.00     0.00     1.89     0.00     0.00     2.01     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.17     0.00     0.00
 202010041600     0.00     0.00     1.14     0.00     0.00     0.76     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.01     0.00     0.00
 202010041700     0.00     0.00     0.55     0.00     0.00     0.31     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
 202010041800     0.00     0.00     0.21     0.00     0.00     0.07     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
 202010041900     0.00     0.00     0.08     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
 202010042000     0.00     0.00     0.02     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
