 aaaammgghhpp  ARGEME   ARMVAL   AVECAB   CAIROM   CAMINA   CARASC   FORNOL   IMPERU   MOLINE   MURIAL   NERV01   NEVCIS   PORTOV   SANTUA   STSGIU   VOBBIE   QUAZQU   BOLSTE   POLCAM   BISMOL   ROVEGN   SCRISO   CAMPST 
 202009302000     0.00     0.00     3.20     0.00     0.62     4.32     2.47     0.00     2.67     0.00     0.00     0.00     0.00     0.00     0.00     7.53     0.00     0.00     7.82     4.19    14.12    21.71     2.93
 202009302100     0.00     0.00     3.23     0.00     0.66     4.50     2.67     0.00     2.68     0.00     0.00     0.00     0.00     0.00     0.00     7.52     0.00     0.01     8.00     4.21    14.35    21.92     3.08
 202009302200     0.00     0.00     3.25     0.00     0.74     4.70     2.82     0.00     2.71     0.00     0.00     0.00     0.00     0.00     0.00     7.47     0.00     0.03     8.18     4.31    14.56    22.18     3.24
 202009302300     0.00     0.00     3.24     0.00     0.79     4.85     2.84     0.00     2.70     0.00     0.00     0.00     0.00     0.00     0.00     7.43     0.00     0.03     8.37     4.39    14.62    22.39     3.32
 202010010000     0.00     0.00     3.28     0.00     0.82     5.03     2.87     0.00     2.67     0.00     0.00     0.00     0.00     0.00     0.00     7.37     0.00     0.03     8.44     4.46    14.70    22.51     3.36
 202010010100     0.00     0.00     3.33     0.00     0.83     5.24     2.95     0.00     2.64     0.00     0.00     0.00     0.00     0.00     0.00     7.30     0.00     0.05     8.63     4.48    14.70    22.58     3.36
 202010010200     0.00     0.00     3.40     0.00     0.84     5.37     3.00     0.00     2.63     0.00     0.00     0.00     0.00     0.00     0.00     7.23     0.00     0.06     8.69     4.48    14.72    22.61     3.37
 202010010300     0.00     0.00     3.37     0.00     0.86     5.51     3.01     0.00     2.66     0.00     0.00     0.00     0.00     0.00     0.00     7.15     0.00     0.08     8.79     4.51    14.83    22.62     3.35
 202010010400     0.00     0.00     3.36     0.00     0.86     5.56     3.08     0.00     2.66     0.00     0.00     0.00     0.00     0.00     0.00     7.08     0.00     0.09     8.92     4.52    14.83    22.61     3.36
 202010010500     0.00     0.00     3.37     0.00     0.91     5.64     3.12     0.00     2.63     0.00     0.00     0.00     0.00     0.00     0.00     6.98     0.00     0.10     8.94     4.53    14.79    22.70     3.37
 202010010600     0.00     0.00     3.36     0.00     0.93     5.72     3.19     0.00     2.60     0.00     0.00     0.00     0.00     0.00     0.00     6.88     0.00     0.10     9.00     4.55    14.73    22.68     3.36
 202010010700     0.00     0.00     3.36     0.00     0.94     5.79     3.31     0.00     2.58     0.00     0.00     0.00     0.00     0.00     0.00     6.78     0.00     0.10     8.96     4.52    14.64    22.55     3.38
 202010010800     0.00     0.00     3.36     0.00     0.93     5.82     3.37     0.00     2.55     0.00     0.00     0.00     0.00     0.00     0.00     6.69     0.00     0.10     8.95     4.49    14.61    22.43     3.44
 202010010900     0.00     0.00     3.37     0.00     0.97     5.89     3.49     0.00     2.53     0.00     0.00     0.00     0.00     0.00     0.00     6.61     0.00     0.10     8.95     4.45    14.49    22.27     3.43
 202010011000     0.00     0.00     3.34     0.00     1.02     5.93     3.51     0.00     2.49     0.00     0.00     0.00     0.00     0.00     0.00     6.51     0.00     0.10     8.95     4.44    14.42    22.13     3.42
 202010011100     0.00     0.00     3.30     0.00     1.06     5.92     3.53     0.00     2.46     0.00     0.00     0.00     0.00     0.00     0.00     6.42     0.00     0.10     8.94     4.42    14.36    21.97     3.42
 202010011200     0.00     0.00     3.26     0.00     1.07     5.90     3.57     0.00     2.43     0.00     0.00     0.00     0.00     0.00     0.00     6.32     0.00     0.10     8.93     4.45    14.29    21.78     3.40
 202010011300     0.00     0.00     3.23     0.00     1.06     5.93     3.62     0.00     2.39     0.00     0.00     0.00     0.00     0.00     0.00     6.23     0.00     0.10     8.93     4.45    14.17    21.58     3.40
 202010011400     0.00     0.00     3.20     0.00     1.05     5.93     3.68     0.00     2.36     0.00     0.00     0.00     0.00     0.00     0.00     6.13     0.00     0.10     8.91     4.41    14.03    21.35     3.43
 202010011500     0.00     0.00     3.19     0.00     1.05     5.94     3.72     0.00     2.33     0.00     0.00     0.00     0.00     0.00     0.00     6.04     0.00     0.10     8.85     4.37    13.89    21.12     3.43
 202010011600     0.00     0.00     3.16     0.00     1.06     5.96     3.71     0.00     2.30     0.00     0.00     0.00     0.00     0.00     0.00     5.95     0.00     0.10     8.87     4.34    13.77    20.92     3.40
 202010011700     0.00     0.00     3.12     0.00     1.06     5.94     3.73     0.00     2.27     0.00     0.00     0.00     0.00     0.00     0.00     5.86     0.00     0.10     8.84     4.32    13.66    20.69     3.38
 202010011800     0.00     0.00     3.09     0.00     1.31     6.90     3.78     0.00     2.24     0.00     0.00     0.00     0.00     0.00     0.00     5.77     0.00     0.10     8.81     4.28    13.53    20.49     3.35
 202010011900     1.27     0.96     3.08     0.00     1.81     9.43     3.80     0.08     2.22     0.00     0.00     0.00     0.00     0.00     0.00     5.69     0.00     0.10     9.65     5.74    13.40    20.27     3.35
 202010012000     2.04     1.38     5.50     0.00     3.09    13.81     3.86     0.61     2.19     0.00     0.00     0.00     0.00     0.00     0.00     6.44     0.00     0.10    11.99     6.28    14.16    21.30     3.32
 202010012100     2.27     0.35    12.91     0.00     2.77    21.37     3.95     1.10     2.17     0.00     0.00     0.00     0.00     0.00     0.00    12.39     0.00     0.10    20.41     9.89    29.87    26.50     3.30
 202010012200     1.73     0.73    12.76     0.00     2.78    33.21     6.14     0.70     2.15     0.00     0.00     0.00     0.00     0.00     0.00    24.44     0.00     0.10    34.78    11.91    52.08    39.81     3.37
 202010012300     1.11     0.36    14.07     0.00     2.16    41.33     9.66     0.06     2.13     0.00     0.00     0.00     0.00     0.00     0.00    29.74     0.00     0.58    28.80    22.86    96.29    61.92     3.31
 202010020000     0.00     0.39    16.94     0.00     2.93    40.20    13.43     0.00     2.22     0.00     0.00     0.00     0.00     0.00     0.00    26.11     0.00     0.32    30.40    21.53   129.35    68.31     3.82
 202010020100     0.00     0.00    18.95     0.00     6.79    54.33    21.10     0.00     2.41     0.00     0.00     0.00     0.00     0.00     0.00    33.11     0.00     0.18    32.34    23.87   138.26    95.80     4.44
 202010020200     0.00     0.00    34.81     0.00    17.76    85.81    26.67     0.00     2.49     0.00     0.01     0.00     0.00     0.00     0.00    29.82     0.00     0.16    41.33    48.47   158.35   122.41     4.33
 202010020300     0.00     0.00    84.45     0.00    36.38   236.11    43.38     0.00     2.24     0.00     0.04     0.00     0.00     0.00     0.00    24.43     0.00     0.15    33.77    51.04   185.01   124.36     4.31
 202010020400     0.00     0.00    95.74     0.00   121.04   534.12    56.51     0.00     2.11     0.00     0.02     0.00     0.00     0.00     0.00    18.08     0.00     0.15    25.82    33.61   186.06   126.01     4.18
 202010020500     0.00     0.00    78.80     0.00   175.83   600.36    82.54     0.00     2.03     0.00     0.02     0.00     0.00     0.00     0.00    13.83     0.00     0.15    21.20    20.43   151.32   115.47     4.08
 202010020600     0.00     0.02    56.91     0.00   169.78   496.91   118.62     0.00     2.08     0.00     0.02     0.00     0.00     0.00     0.00    12.51     0.00     0.31    18.99    14.51   119.54    99.84     3.98
 202010020700     0.00     0.03    55.73     0.00   124.71   336.32   152.92     0.00     8.89     0.00     0.05     0.00     0.00     0.00     0.00    18.59     0.00     0.85    24.31    20.36   113.84    85.99     6.09
 202010020800     0.18     0.18   112.07     0.00    82.43   320.28   208.15     0.00    15.05     0.00     1.59     0.09     0.00     0.11     0.00    34.86     0.00     5.01    72.30    55.11   201.07    91.60    29.92
 202010020900     5.46     2.48   147.28     1.96    46.37   454.35   401.87     0.11    12.54     0.02     4.85     0.08     0.63     0.00     0.00    44.41     0.00     2.34    87.74    68.77   352.40   109.17    44.37
 202010021000     8.78     1.40   113.98     6.48    26.46   553.36   738.65     0.21     8.20     0.32     6.46     0.18     1.62     0.00     0.00    40.96     0.00     1.12    67.52    57.78   402.49   143.15    29.04
 202010021100     9.56     0.44    74.48     3.39    17.88   472.49   788.16     0.84     7.62     0.41     3.51     0.69     0.78     0.08     0.00    29.19     0.00     1.18    46.30    36.24   314.31   179.69    23.89
 202010021200     5.43     0.66    49.71     1.78    13.89   296.01   642.44     0.80     8.13     0.16     0.84     0.21     0.50     0.12     0.00    19.63     0.00     1.12    37.54    22.63   229.11   200.19    27.41
 202010021300     2.14     0.31    31.02     2.68    11.90   171.14   504.18     0.85     8.00     0.46     0.23     0.98     1.31     0.05     0.00    15.85     0.00     0.82    35.98    17.28   169.28   164.10    33.23
 202010021400     0.13     0.31    21.88     1.69    11.18   117.71   405.06     0.32     6.84     0.25     0.63     1.97     3.46     0.05     0.00    14.88     0.00     0.82    35.30    15.91   119.21   121.69    26.10
 202010021500     5.95     0.06    19.70     1.20    11.28    99.02   345.63     0.17     5.68     0.04     1.14     4.12     4.91     0.05     0.00    14.58     0.00     0.86    32.48    15.55   101.71    92.82    19.73
 202010021600    14.58     0.17    17.44     1.01    11.60    93.11   303.81     0.14     5.93     0.02     2.85     4.15    23.65     0.06     0.00    15.91     0.00     0.98    37.45    17.38    86.01    81.93    18.46
 202010021700    25.54     0.26    17.53     1.04    11.08    89.55   279.71     0.18    13.36     0.06     4.63     3.30    40.63     0.07     0.00    23.14     0.00     1.27    50.46    29.32    73.73    82.01    31.23
 202010021800    46.33     0.87    20.58     1.14    10.61    91.31   284.69     0.34    16.31     0.14     3.39     3.36    64.07     0.07     0.00    33.28     0.00     1.21    75.41    32.68    81.55    89.04    61.53
 202010021900    75.42     4.06    17.89     2.76    10.34   100.90   323.92     0.62    12.31     1.80     7.44     5.70   114.56     0.20     0.00    29.43     0.00     2.68    71.22    27.25    79.16   107.08    50.45
 202010022000   154.92     5.56    14.39     4.38     8.30    98.63   357.89     0.55     7.78     3.80    24.60    10.60   177.02     0.00     0.00    22.66     0.00     1.25    60.63    20.08    64.10   123.44    41.17
 202010022100   249.67     0.70     6.30     2.45     3.22    71.03   366.46     0.33     2.62     1.59    40.38    17.12   253.08     0.00     0.00     9.61     0.00     0.61    33.36     7.51    38.76   114.74    21.48
 202010022200   250.86     0.28     3.44     1.39     1.41    34.46   343.55     0.12     0.90     0.84    22.54    15.73   323.35     0.00     0.00     3.21     0.00     0.18    15.36     2.73    19.50    80.49    12.19
 202010022300   111.49     0.09     1.27     0.47     0.42    12.10   314.10     0.26     0.13     0.37     7.91    11.96   227.86     0.02     0.00     0.73     0.00     0.00     5.93     0.60    10.39    44.20     5.61
 202010030000    33.35     0.09     0.34     0.22     0.05     4.46   276.72     0.37     0.01     0.52     2.00     5.09   116.66     0.00     0.03     0.06     0.00     0.00     1.91     0.13     5.80    19.70     2.74
 202010030100     5.07     0.00     0.03     0.26     0.00     1.08   181.06     0.03     0.00     0.00     0.88     0.71    40.34     0.00     0.00     0.01     0.00     0.00     0.60     0.00     3.03     8.22     0.75
 202010030200     0.82     0.00     0.00     0.00     0.00     0.33    90.77     0.00     0.00     0.00     0.35     0.00     6.37     0.00     0.00     0.00     0.00     0.00     0.07     0.00     1.85     3.22     0.16
 202010030300     0.00     0.00     0.00     0.00     0.00     0.09    43.58     0.00     0.00     0.00     0.00     0.00     0.93     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.92     0.99     0.00
 202010030400     0.00     0.00     0.00     0.00     0.00     0.00    17.69     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.42     0.13     0.00
 202010030500     0.00     0.00     0.00     0.00     0.00     0.00     6.46     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.20     0.00     0.00
 202010030600     0.00     0.00     0.00     0.00     0.00     0.00     2.04     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.02     0.00     0.00
 202010030700     0.00     0.00     0.00     0.00     0.00     0.00     0.71     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
 202010030800     0.00     0.00     0.00     0.00     0.00     0.00     0.11     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
 202010030900     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
 202010031000     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
 202010031100     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
 202010031200     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
