 aaaammgghhpp  ARGE00   ARME00   ARRE00   AVET00   BOAT00   CARA00   CAST00   CERU00   CERV00   ERRO00   IMPE00   LEIR00   LERO00   LETI00   MARE00   MERETA   MERU00   MOLIBR   NERV00   PANESI   POLC00   PORA00   POSARA   POSLEV   PRIN00   QUIL00   RECC00   ROSSIG   SCIU00   SEGN00   SLOR00   TANA00   TEIR00   TIGLIE   VARA00   VCRO00   SANS00   CHIA00   BISA00   STRL00   NRVI00   SORI00   RUPI00   GHIA00   AMEF00   TREB00   CRIXIA   CENGIO   VARPEG 
 202009292200     0.00     0.00     0.07    18.98     2.51     0.00     0.01     2.05     0.00     0.01     0.00     2.82     2.27     0.08     0.00    30.03     0.00     0.00     0.00    15.86     9.15     0.00     1.11     1.08     0.00     0.01     1.63     3.46     0.00     0.01     0.00     0.00     0.15     0.53     0.00     0.00     0.01     1.29     6.68     1.03     0.49     0.74     0.12     0.00     9.57    19.36     0.00     0.00     2.47
 202009292300     0.00     0.00     0.07    19.02     2.52     0.00     0.01     2.05     0.00     0.01     0.00     2.80     2.26     0.08     0.00    30.26     0.00     0.00     0.00    16.12     9.26     0.00     1.13     1.12     0.00     0.01     1.69     3.54     0.00     0.01     0.00     0.00     0.16     0.53     0.00     0.00     0.01     1.28     6.80     1.02     0.49     0.74     0.12     0.00     9.95    19.52     0.00     0.00     2.45
 202009300000     0.00     0.00     0.06    19.09     2.52     0.00     0.01     2.06     0.00     0.00     0.00     2.79     2.24     0.08     0.00    30.51     0.00     0.00     0.00    16.36     9.38     0.00     1.16     1.19     0.00     0.01     1.68     3.56     0.00     0.01     0.00     0.00     0.17     0.52     0.00     0.00     0.01     1.26     6.84     1.02     0.48     0.74     0.12     0.00    10.28    19.59     0.00     0.00     2.43
 202009300100     0.00     0.00     0.06    19.16     2.51     0.00     0.01     2.10     0.00     0.00     0.00     2.84     2.22     0.07     0.00    30.49     0.00     0.00     0.00    16.45     9.57     0.00     1.21     1.19     0.00     0.01     1.69     3.62     0.00     0.01     0.00     0.00     0.19     0.55     0.00     0.00     0.01     1.25     6.87     1.02     0.48     0.73     0.12     0.00    10.57    19.66     0.00     0.00     2.39
 202009300200     0.00     0.00     0.06    19.32     2.51     0.00     0.01     2.08     0.00     0.00     0.00     2.82     2.20     0.07     0.00    30.49     0.00     0.00     0.00    16.54     9.69     0.00     1.23     1.19     0.00     0.01     1.70     3.62     0.00     0.01     0.00     0.00     0.20     0.57     0.00     0.00     0.01     1.25     6.90     1.02     0.47     0.72     0.12     0.00    10.93    19.71     0.00     0.00     2.36
 202009300300     0.00     0.00     0.08    19.38     2.50     0.00     0.01     2.08     0.00     0.00     0.00     2.79     2.18     0.07     0.00    30.47     0.00     0.00     0.00    16.75     9.79     0.00     1.26     1.18     0.00     0.01     1.70     3.61     0.00     0.01     0.00     0.00     0.20     0.57     0.00     0.00     0.01     1.24     6.97     1.01     0.46     0.71     0.12     0.00    11.22    19.79     0.00     0.00     2.33
 202009300400     0.00     0.00     0.08    19.35     2.47     0.00     0.01     2.10     0.00     0.00     0.00     2.76     2.16     0.07     0.00    30.36     0.00     0.00     0.00    16.85     9.81     0.00     1.26     1.18     0.00     0.01     1.72     3.64     0.00     0.01     0.00     0.00     0.20     0.61     0.00     0.00     0.01     1.24     6.98     1.00     0.45     0.69     0.12     0.00    11.65    19.78     0.00     0.00     2.29
 202009300500     0.00     0.00     0.08    19.21     2.44     0.00     0.01     2.08     0.00     0.00     0.00     2.72     2.14     0.07     0.00    30.22     0.00     0.00     0.00    16.83     9.80     0.00     1.26     1.22     0.00     0.01     1.71     3.66     0.00     0.01     0.00     0.00     0.20     0.61     0.00     0.00     0.01     1.22     6.93     0.99     0.45     0.68     0.11     0.00    12.11    19.73     0.00     0.00     2.26
 202009300600     0.00     0.00     0.08    19.11     2.41     0.00     0.01     2.06     0.00     0.00     0.00     2.71     2.11     0.06     0.00    30.19     0.00     0.00     0.00    16.83     9.86     0.00     1.30     1.25     0.00     0.01     1.71     3.66     0.00     0.01     0.00     0.00     0.20     0.60     0.00     0.00     0.01     1.20     6.87     0.98     0.44     0.67     0.11     0.01    12.57    19.71     0.00     0.00     2.23
 202009300700     0.00     0.00     0.08    18.94     2.40     0.00     0.01     2.06     0.00     0.00     0.00     2.68     2.08     0.06     0.00    29.98     0.00     0.00     0.00    16.87     9.87     0.00     1.31     1.23     0.00     0.01     1.68     3.71     0.00     0.01     0.00     0.00     0.20     0.59     0.00     0.00     0.02     1.18     6.84     0.97     0.43     0.66     0.11     0.02    12.96    19.66     0.00     0.00     2.20
 202009300800     0.00     0.00     0.08    18.82     2.38     0.00     0.01     2.04     0.00     0.00     0.00     2.65     2.05     0.06     0.00    29.84     0.00     0.00     0.00    17.07     9.80     0.00     1.30     1.24     0.00     0.01     1.66     3.76     0.00     0.01     0.00     0.00     0.20     0.58     0.00     0.00     0.02     1.17     6.79     0.96     0.42     0.65     0.11     0.02    13.22    19.58     0.00     0.00     2.17
 202009300900     0.00     0.00     0.07    18.68     2.38     0.00     0.01     2.01     0.00     0.00     0.00     2.61     2.02     0.06     0.00    29.58     0.00     0.00     0.00    17.26     9.84     0.00     1.29     1.23     0.00     0.01     1.64     3.82     0.00     0.01     0.00     0.00     0.19     0.57     0.00     0.00     0.02     1.15     6.74     0.95     0.42     0.64     0.11     0.02    13.60    19.47     0.00     0.00     2.14
 202009301000     0.00     0.00     0.07    18.57     2.36     0.00     0.01     1.98     0.00     0.00     0.00     2.59     1.99     0.06     0.00    29.34     0.00     0.00     0.00    17.28     9.90     0.00     1.29     1.22     0.00     0.01     1.62     3.81     0.00     0.01     0.00     0.00     0.19     0.55     0.00     0.00     0.02     1.13     6.74     0.94     0.41     0.63     0.11     0.02    13.77    19.31     0.00     0.00     2.11
 202009301100     0.00     0.00     0.07    18.41     2.34     0.00     0.01     1.96     0.00     0.00     0.00     2.55     1.96     0.06     0.00    29.03     0.00     0.00     0.00    17.23     9.86     0.00     1.32     1.21     0.00     0.01     1.61     3.80     0.00     0.01     0.00     0.00     0.19     0.54     0.00     0.00     0.02     1.11     6.75     0.93     0.40     0.62     0.12     0.02    14.00    19.21     0.00     0.00     2.08
 202009301200     0.00     0.00     0.07    18.26     2.31     0.00     0.01     1.93     0.00     0.00     0.00     2.52     1.94     0.06     0.00    28.72     0.00     0.00     0.00    17.24     9.83     0.00     1.32     1.19     0.00     0.01     1.59     3.80     0.00     0.01     0.00     0.00     0.19     0.53     0.00     0.00     0.02     1.09     6.72     0.92     0.40     0.61     0.13     0.02    14.15    19.07     0.00     0.00     2.05
 202009301300     0.00     0.00     0.07    18.10     2.30     0.00     0.01     1.92     0.00     0.00     0.00     2.49     1.93     0.05     0.00    28.48     0.00     0.00     0.00    17.19     9.84     0.00     1.33     1.18     0.00     0.01     1.57     3.82     0.00     0.01     0.00     0.00     0.20     0.52     0.00     0.00     0.02     1.07     6.66     0.91     0.39     0.60     0.13     0.02    14.30    18.93     0.00     0.00     2.02
 202009301400     0.00     0.00     0.07    17.91     2.27     0.00     0.01     1.91     0.00     0.00     0.00     2.46     1.90     0.05     0.00    28.16     0.00     0.00     0.00    17.16     9.90     0.00     1.34     1.17     0.00     0.01     1.55     3.81     0.00     0.01     0.00     0.00     0.19     0.54     0.00     0.00     0.02     1.05     6.62     0.90     0.39     0.59     0.14     0.02    14.48    18.78     0.00     0.00     1.99
 202009301500     0.00     0.00     0.07    17.71     2.24     0.00     0.01     1.89     0.00     0.00     0.00     2.43     1.87     0.05     0.00    27.85     0.00     0.00     0.00    17.26     9.87     0.00     1.34     1.17     0.00     0.00     1.53     3.86     0.00     0.01     0.00     0.00     0.19     0.53     0.00     0.00     0.02     1.04     6.56     0.88     0.38     0.58     0.17     0.02    14.59    18.59     0.00     0.00     1.96
 202009301600     0.00     0.00     0.08    17.52     2.21     0.00     0.01     1.86     0.00     0.00     0.00     2.40     1.85     0.05     0.00    27.58     0.00     0.00     0.00    17.28     9.83     0.00     1.35     1.16     0.00     0.00     1.52     3.85     0.00     0.01     0.00     0.00     0.19     0.53     0.00     0.00     0.02     1.02     6.49     0.87     0.37     0.57     0.17     0.02    14.56    18.42     0.00     0.00     1.93
 202009301700     0.00     0.00     0.09    17.34     2.19     0.00     0.01     1.84     0.00     0.00     0.00     2.36     1.82     0.05     0.00    27.28     0.00     0.00     0.00    17.27     9.80     0.00     1.38     1.14     0.00     0.00     1.50     3.86     0.00     0.01     0.00     0.00     0.19     0.52     0.00     0.00     0.02     1.00     6.42     0.86     0.37     0.56     0.16     0.02    14.64    18.28     0.00     0.00     1.91
 202009301800     0.00     0.00     0.09    17.14     2.16     0.00     0.01     1.81     0.00     0.00     0.00     2.33     1.80     0.05     0.00    27.02     0.00     0.00     0.00    17.26     9.80     0.00     1.38     1.13     0.00     0.00     1.51     3.83     0.00     0.01     0.00     0.00     0.19     0.51     0.00     0.00     0.02     0.98     6.38     0.87     0.36     0.55     0.16     0.02    14.78    18.09     0.00     0.00     1.89
 202009301900     0.00     0.00     0.08    16.95     2.13     0.00     0.01     1.79     0.00     0.00     0.00     2.31     1.77     0.05     0.00    26.73     0.00     0.00     0.00    17.23     9.77     0.00     1.37     1.12     0.00     0.00     1.49     3.82     0.00     0.01     0.00     0.00     0.18     0.50     0.00     0.00     0.02     0.97     6.33     0.85     0.36     0.55     0.16     0.02    14.82    17.91     0.00     0.00     1.86
 202009302000     0.00     0.00     0.08    16.78     2.10     0.00     0.01     1.77     0.00     0.00     0.00     2.30     1.74     0.05     0.00    26.43     0.00     0.00     0.00    17.17     9.70     0.00     1.36     1.10     0.00     0.00     1.47     3.80     0.00     0.01     0.00     0.00     0.18     0.49     0.00     0.00     0.02     0.95     6.28     0.84     0.35     0.54     0.16     0.02    14.89    17.73     0.00     0.00     1.83
 202009302100     0.00     0.00     0.08    16.59     2.07     0.00     0.01     1.75     0.00     0.00     0.00     2.27     1.71     0.04     0.00    26.15     0.00     0.00     0.00    17.17     9.62     0.00     1.35     1.09     0.00     0.00     1.46     3.78     0.00     0.01     0.00     0.00     0.18     0.49     0.00     0.00     0.02     0.94     6.24     0.83     0.34     0.53     0.16     0.02    15.10    17.58     0.00     0.00     1.80
 202009302200     0.00     0.00     0.08    16.40     2.05     0.00     0.01     1.72     0.00     0.00     0.00     2.23     1.69     0.04     0.00    25.86     0.00     0.00     0.00    17.11     9.55     0.00     1.34     1.08     0.00     0.00     1.44     3.75     0.00     0.01     0.00     0.00     0.18     0.48     0.00     0.00     0.02     0.93     6.18     0.82     0.34     0.52     0.16     0.02    15.23    17.41     0.00     0.00     1.78
 202009302300     0.00     0.00     0.09    16.22     2.02     0.00     0.01     1.69     0.00     0.00     0.00     2.20     1.66     0.04     0.00    25.59     0.00     0.00     0.00    17.04     9.48     0.00     1.34     1.07     0.00     0.00     1.42     3.73     0.00     0.01     0.00     0.00     0.18     0.47     0.00     0.00     0.02     0.91     6.13     0.81     0.33     0.51     0.16     0.02    15.32    17.22     0.00     0.00     1.75
 202010010000     0.00     0.00     0.09    16.03     1.99     0.00     0.01     1.67     0.00     0.00     0.00     2.16     1.64     0.04     0.00    25.29     0.00     0.00     0.00    17.11     9.44     0.00     1.33     1.07     0.00     0.00     1.41     3.70     0.00     0.01     0.00     0.00     0.18     0.47     0.00     0.00     0.02     0.90     6.06     0.80     0.33     0.50     0.15     0.01    15.35    17.07     0.00     0.00     1.73
 202010010100     0.00     0.00     0.08    15.84     1.97     0.00     0.01     1.64     0.00     0.00     0.00     2.13     1.61     0.04     0.00    25.02     0.00     0.00     0.00    17.05     9.36     0.00     1.33     1.07     0.00     0.00     1.39     3.66     0.00     0.01     0.00     0.00     0.17     0.46     0.00     0.00     0.02     0.88     5.99     0.79     0.32     0.49     0.15     0.01    15.42    16.89     0.00     0.00     1.70
 202010010200     0.00     0.00     0.08    15.66     1.94     0.00     0.01     1.62     0.00     0.00     0.00     2.10     1.59     0.04     0.00    24.75     0.00     0.00     0.00    17.03     9.29     0.00     1.34     1.06     0.00     0.00     1.37     3.65     0.00     0.01     0.00     0.00     0.17     0.45     0.00     0.00     0.02     0.87     5.92     0.78     0.31     0.48     0.15     0.01    15.51    16.69     0.00     0.00     1.68
 202010010300     0.00     0.00     0.08    15.48     1.92     0.00     0.00     1.59     0.00     0.00     0.00     2.06     1.56     0.04     0.00    24.48     0.00     0.00     0.00    17.02     9.23     0.00     1.34     1.05     0.00     0.00     1.36     3.64     0.00     0.01     0.00     0.00     0.17     0.45     0.00     0.00     0.02     0.86     5.87     0.77     0.31     0.47     0.15     0.01    15.55    16.50     0.00     0.00     1.66
 202010010400     0.00     0.00     0.04    14.13     1.38     0.00     0.00     1.18     0.00     0.00     0.00     1.45     1.07     0.00     0.00    23.46     0.00     0.00     0.00    16.12     9.04     0.00     1.06     0.89     0.00     0.00     0.83     3.42     0.00     0.00     0.00     0.00     0.00     0.44     0.00     0.00     0.01     0.58     5.47     0.60     0.06     0.10     0.01     0.01    15.56    14.84     0.00     0.00     1.12
 202010010500     0.00     0.00     0.01     9.37     0.38     0.00     0.00     0.06     0.00     0.00     0.00     0.22     0.22     0.00     0.00    18.98     0.00     0.00     0.00    11.10     6.04     0.00     0.18     0.10     0.00     0.00     0.04     1.21     0.00     0.00     0.00     0.00     0.00     0.31     0.00     0.00     0.00     0.23     3.77     0.13     0.00     0.01     0.00     0.00    14.80     9.68     0.00     0.00     0.10
 202010010600     0.00     0.00     0.00     4.28     0.23     0.00     0.00     0.03     0.00     0.00     0.00     0.12     0.11     0.00     0.00    12.67     0.00     0.00     0.00     5.26     1.29     0.00     0.05     0.04     0.00     0.00     0.04     0.39     0.00     0.00     0.00     0.00     0.00     0.10     0.00     0.00     0.00     0.09     0.48     0.01     0.00     0.00     0.00     0.00    13.79     3.58     0.00     0.00     0.02
 202010010700     0.00     0.00     0.00     1.71     0.16     0.00     0.00     0.01     0.00     0.00     0.00     0.00     0.05     0.00     0.00     7.08     0.00     0.00     0.00     1.17     0.54     0.00     0.01     0.03     0.00     0.00     0.00     0.15     0.00     0.00     0.00     0.00     0.00     0.05     0.00     0.00     0.00     0.02     0.09     0.00     0.00     0.00     0.00     0.00    12.75     1.63     0.00     0.00     0.00
 202010010800     0.00     0.00     0.00     0.79     0.12     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.02     0.00     0.00     1.73     0.00     0.00     0.00     0.14     0.12     0.00     0.00     0.00     0.00     0.00     0.00     0.06     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.04     0.00     0.00     0.00     0.00     0.00    10.38     0.76     0.00     0.00     0.00
 202010010900     0.00     0.00     0.00     0.21     0.06     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.67     0.00     0.00     0.00     0.03     0.02     0.00     0.00     0.00     0.00     0.00     0.00     0.05     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.01     0.00     0.00     0.00     0.00     0.00     7.60     0.43     0.00     0.00     0.00
 202010011000     0.00     0.00     0.00     0.01     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.37     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     4.02     0.21     0.00     0.00     0.00
 202010011100     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.12     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.87     0.09     0.00     0.00     0.00
 202010011200     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.01     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.34     0.02     0.00     0.00     0.00
 202010011300     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.16     0.00     0.00     0.00     0.00
 202010011400     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.05     0.00     0.00     0.00     0.00
 202010011500     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.03     0.00     0.00     0.00     0.00
 202010011600     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.02     0.00     0.00     0.00     0.00
 202010011700     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
