a1sDateVet a1dLivOssMean a1dQOssMean a1dLivOssMax a1dQOssMax flagSdD
202202080000 0.84 1.1 0.86 1.33 4
202202080100 0.83 1 0.86 1.33 4
202202080200 0.82 0.91 0.85 1.21 4
202202080300 0.82 0.91 0.84 1.1 4
202202080400 0.82 0.91 0.84 1.1 4
202202080500 0.82 0.91 0.84 1.1 4
202202080600 0.82 0.91 0.83 1 4
202202080700 0.82 0.91 0.84 1.1 4
202202080800 0.82 0.91 0.84 1.1 4
202202080900 0.83 1 0.85 1.21 4
202202081000 0.84 1.1 0.86 1.33 4
202202081100 0.85 1.21 0.87 1.46 4
202202081200 0.85 1.21 0.86 1.33 4
202202081300 0.86 1.33 0.89 1.73 4
202202081400 0.88 1.59 0.92 2.22 4
202202081500 0.88 1.59 0.92 2.22 4
202202081600 0.87 1.46 0.91 2.05 4
202202081700 0.87 1.46 0.89 1.73 4
202202081800 0.86 1.33 0.88 1.59 4
202202081900 0.86 1.33 0.88 1.59 4
202202082000 0.86 1.33 0.87 1.46 4
202202082100 0.85 1.21 0.87 1.46 4
202202082200 0.85 1.21 0.87 1.46 4
202202082300 0.85 1.21 0.89 1.73 4
202202090000 0.85 1.21 0.89 1.73 4
202202090100 0.84 1.1 0.86 1.33 4
202202090200 0.83 1 0.87 1.46 4
202202090300 0.83 1 0.85 1.21 4
202202090400 0.83 1 0.85 1.21 4
202202090500 0.83 1 0.85 1.21 4
202202090600 0.83 1 0.85 1.21 4
202202090700 0.83 1 0.85 1.21 4
202202090800 0.84 1.1 0.85 1.21 4
202202090900 0.85 1.21 0.87 1.46 4
202202091000 0.85 1.21 0.86 1.33 4
202202091100 0.85 1.21 0.87 1.46 4
202202091200 0.85 1.21 0.87 1.46 4
202202091300 0.85 1.21 0.9 1.89 4
202202091400 0.87 1.46 0.89 1.73 4
202202091500 0.87 1.46 0.9 1.89 4
202202091600 0.87 1.46 0.89 1.73 4
202202091700 0.86 1.33 0.88 1.59 4
202202091800 0.86 1.33 0.88 1.59 4
202202091900 0.86 1.33 0.89 1.73 4
202202092000 0.86 1.33 0.88 1.59 4
202202092100 0.86 1.33 0.89 1.73 4
202202092200 0.86 1.33 0.89 1.73 4
202202092300 0.86 1.33 0.88 1.59 4
202202100000 0.86 1.33 0.89 1.73 4
202202100100 0.85 1.21 0.87 1.46 4
202202100200 0.84 1.1 0.85 1.21 4
202202100300 0.84 1.1 0.85 1.21 4
202202100400 0.84 1.1 0.86 1.33 4
202202100500 0.84 1.1 0.87 1.46 4
202202100600 0.84 1.1 0.86 1.33 4
202202100700 0.84 1.1 0.85 1.21 4
202202100800 0.84 1.1 0.86 1.33 4
202202100900 0.84 1.1 0.86 1.33 4
202202101000 0.85 1.21 0.86 1.33 4
202202101100 0.85 1.21 0.86 1.33 4
202202101200 0.85 1.21 0.86 1.33 4
202202101300 0.85 1.21 0.86 1.33 4
202202101400 0.85 1.21 0.89 1.73 4
202202101500 0.85 1.21 0.86 1.33 4
202202101600 0.84 1.1 0.86 1.33 4
202202101700 0.84 1.1 0.86 1.33 4
202202101800 0.84 1.1 0.86 1.33 4
202202101900 0.84 1.1 0.86 1.33 4
202202102000 0.84 1.1 0.85 1.21 4
