 aaaammgghhpp  ARGEME   ARMVAL   AVECAB   CAIROM   CAMINA   CARASC   FORNOL   IMPERU   MOLINE   MURIAL   NERV01   NEVCIS   PORTOV   SANTUA   STSGIU   VOBBIE   QUAZQU   BOLSTE   POLCAM   BISMOL   ROVEGN   SCRISO   CAMPST 
 202010032100    26.51     3.36    13.69     2.76    10.26    78.06   233.53     1.52     4.62     6.18    13.35    10.14    41.90     1.92     1.49    14.27     0.80     3.46    28.86    15.05    40.40    58.98    12.29
 202010032200    26.36     3.37    13.69     2.87    10.55    78.33   244.80     1.60     4.53     6.26    13.28    10.12    41.13     1.94     1.48    13.95     0.83     3.40    28.35    14.70    40.50    58.40    12.05
 202010032300    26.26     3.41    13.30     2.97    10.07    77.92   271.68     1.65     4.44     6.41    13.18    10.05    40.51     1.96     1.45    13.59     0.87     3.38    27.78    14.22    39.77    58.78    11.77
 202010040000    26.03     3.41    13.67     3.11     9.63    75.63   319.73     1.75     4.35     6.51    13.11     9.99    39.46     1.98     1.42    13.23     0.88     3.35    27.31    13.77    39.71    57.97    11.55
 202010040100    25.83     3.38    12.87     3.15     9.14    73.98   369.53     1.84     4.27     6.64    13.04     9.92    38.69     1.97     1.40    12.92     0.87     3.30    26.80    13.42    38.30    56.08    11.32
 202010040200    25.55     3.35    12.58     3.28     8.85    72.04   415.70     1.96     4.19     6.72    12.95     9.90    37.87     1.95     1.40    12.63     0.86     3.24    26.32    13.15    37.30    54.32    11.09
 202010040300    25.28     3.34    12.17     3.34     8.65    70.73   421.31     2.03     4.10     6.70    12.90     9.94    37.11     1.95     1.39    12.37     0.86     3.18    25.87    12.90    36.34    53.02    10.88
 202010040400    25.06     3.29    12.06     3.42     8.52    69.31   381.55     2.08     4.02     6.66    12.77     9.95    36.34     1.96     1.39    12.13     0.88     3.13    25.45    12.67    35.92    51.84    10.67
 202010040500    24.78     3.27    13.13     3.50     8.49    69.27   328.19     2.12     3.95     6.64    12.63     9.93    35.60     1.98     1.37    12.02     0.87     3.08    25.07    12.55    37.51    50.76    10.47
 202010040600    24.55     3.23    13.23     3.55     8.74    73.19   292.51     2.17     3.87     6.60    12.49     9.87    34.97     1.96     1.35    11.81     0.87     3.03    24.68    12.42    38.33    49.77    10.26
 202010040700    24.22     3.21    12.50     3.56     8.48    75.19   277.84     2.18     3.80     6.55    12.39     9.85    34.45     1.94     1.32    11.55     0.87     2.99    24.29    12.18    37.26    49.65    10.07
 202010040800    23.88     3.19    11.99     3.60     8.18    70.68   268.08     2.26     3.73     6.52    12.27     9.81    33.54     1.92     1.30    11.28     0.86     2.94    23.91    11.90    35.89    49.13     9.87
 202010040900    23.55     3.15    12.40     3.68     7.90    67.20   265.76     2.37     3.66     6.58    12.17     9.76    32.83     1.91     1.27    11.06     0.85     2.89    23.54    11.64    35.64    48.02     9.68
 202010041000    23.23     3.14    11.47     3.71     7.67    64.92   265.67     2.43     3.59     6.60    12.06     9.72    32.15     1.90     1.25    10.86     0.84     2.84    23.19    11.43    34.09    46.77     9.50
 202010041100    22.91     3.10    11.34     3.81     7.60    62.95   263.12     2.47     3.53     6.59    11.92     9.67    31.51     1.88     1.24    10.66     0.83     2.79    22.83    11.25    33.15    45.80     9.33
 202010041200    22.59     3.06    11.99     3.86     8.53    63.57   259.82     2.48     3.46     6.58    11.87     9.66    30.90     1.86     1.23    10.46     0.83     2.75    22.50    11.05    33.40    44.91     9.15
 202010041300    24.56     3.23    12.35     3.88    10.27    69.71   260.59     2.95     3.49     6.64    13.60    10.02    30.84     1.95     1.24    10.83     0.88     2.71    22.50    12.14    34.70    44.75     9.98
 202010041400    34.97     7.82    12.95     4.33     8.94    71.66   274.69     5.19     9.48     8.08    24.89    12.55    33.91     3.16     3.15    13.96     2.26     6.45    26.39    17.42    43.41    46.32    13.86
 202010041500    45.91     7.07    15.21     5.42     8.54    71.78   301.60     7.07    14.51    10.87    27.54    17.77    45.18     4.92     3.09    15.97     2.93     9.32    32.61    19.05    55.46    50.73    30.65
 202010041600    46.16     4.73    21.78     7.04    10.15    85.80   344.76     6.10    17.95    13.38    20.99    20.04    54.08     4.34     4.79    18.05     2.82     9.87    37.93    18.77    65.69    68.06    36.55
 202010041700    36.79     3.71    22.30     8.90    12.57   112.09   351.96     4.93    21.66    12.62    15.98    15.75    45.72     5.13     4.65    19.93     2.73    12.38    44.69    25.56    72.60    81.01    44.13
 202010041800    28.50     3.50    20.25     8.68    11.46   123.18   352.31     4.50    20.59    11.38    14.99    12.46    37.04     3.99     3.84    20.71     1.87     9.99    59.09    28.68    70.17    88.46    48.27
 202010041900    28.58     4.94    18.52     7.71    10.52   120.09   362.57     4.43    15.11     9.83    18.99    11.50    32.62     3.14     3.65    17.18     1.42     7.14    58.77    22.51    68.59    94.97    42.14
 202010042000    31.55     4.79    16.28     6.55     9.64   107.12   410.27     4.57    11.79     9.04    18.83    11.40    32.17     2.81     3.06    14.92     1.31     6.26    51.28    17.93    62.27    96.15    38.20
 202010042100    30.05     3.67    24.37     6.12    11.01    95.93   488.46     4.40     8.83     8.49    15.82    11.46    32.55     2.67     2.84    14.99     1.27     5.36    43.38    14.93    65.49    85.07    31.00
 202010042200    26.34     3.47    18.90     5.84    10.32    99.14   531.78     4.37     7.14     8.15    14.00    11.23    31.08     2.54     2.67    13.17     1.25     4.68    36.44    13.45    58.77    73.55    23.75
 202010042300    24.60     3.35    17.78     5.70     9.48    87.64   569.20     4.38     7.62     7.99    13.38    11.14    29.67     2.47     2.33    14.91     1.24     4.43    35.47    12.71    51.37    65.74    19.30
 202010050000    23.75     3.32    15.88     5.64     8.63    84.31   538.64     4.36     7.56     7.90    13.05    11.05    29.03     2.44     2.08    16.99     1.22     4.15    35.67    12.63    46.90    62.56    18.51
 202010050100    23.33     3.28    14.61     5.58     7.98    78.36   496.61     4.43     6.68     7.81    12.93    10.89    28.43     2.42     1.90    17.53     1.21     3.96    36.90    12.33    46.75    61.83    16.41
 202010050200    23.00     3.23    14.39     5.57     7.37    75.85   443.54     4.39     6.25     7.74    12.67    10.68    27.72     2.39     1.71    14.44     1.19     3.86    33.10    14.03    45.74    65.43    15.34
 202010050300    22.85     3.21    15.81     5.58     7.20    72.80   405.96     4.42     5.90     7.66    12.47    10.55    27.09     2.35     1.64    12.64     1.17     3.79    30.15    14.54    48.22    63.33    14.85
 202010050400    22.38     3.15    13.38     5.57     6.94    74.20   389.21     4.40     5.66     7.56    12.30    10.46    26.60     2.33     1.60    12.31     1.15     3.72    27.66    13.05    43.96    58.10    14.24
 202010050500    22.00     3.10    13.74     5.53     6.82    69.16   392.69     4.39     5.55     7.47    12.19    10.49    26.20     2.33     1.58    11.22     1.15     3.64    25.88    12.00    41.61    55.50    13.75
 202010050600    21.66     3.06    13.60     5.50     6.84    66.39   397.62     4.46     5.42     7.38    11.96    10.44    25.78     2.30     1.58    10.57     1.13     3.58    24.81    11.27    40.48    51.76    13.30
 202010050700    21.35     3.04    12.23     5.45     6.91    65.22   361.25     4.38     5.30     7.34    11.79    10.21    25.18     2.26     1.54    10.12     1.11     3.53    23.97    10.83    37.16    47.98    12.93
 202010050800    21.05     3.01    11.39     5.42     6.74    64.37   324.51     4.37     5.18     7.25    11.58    10.08    24.79     2.22     1.51     9.87     1.09     3.46    23.45    10.51    34.56    45.35    12.65
 202010050900    20.73     2.97    10.69     5.39     6.52    60.02   306.35     4.34     5.07     7.18    11.41     9.92    24.20     2.19     1.48     9.67     1.07     3.39    22.99    10.31    32.69    43.60    12.36
 202010051000    19.03     2.72     8.94     5.13     5.15    56.70   301.40     3.46     2.79     6.41    10.20     9.15    22.71     1.74     0.86     8.47     0.59     2.31    21.99     9.12    29.44    40.93    10.17
 202010051100    12.02     0.14     3.29     3.72     1.56    42.29   300.04     0.55     1.04     4.23     3.72     4.86    16.31     0.45     0.66     2.90     0.09     0.80    11.26     2.87    16.19    35.14     3.66
 202010051200     4.17     0.03     1.93     2.06     0.61    18.88   265.85     0.14     0.41     1.26     0.60     0.20     6.07     0.21     0.49     0.91     0.02     0.37     4.68     0.88     7.92    27.83     1.66
 202010051300     0.34     0.00     0.72     0.93     0.14     5.62   212.04     0.02     0.02     0.68     0.16     0.02     0.70     0.11     0.36     0.08     0.00     0.14     1.75     0.19     4.46    14.60     0.79
 202010051400     0.02     0.00     0.11     0.38     0.00     1.83   138.63     0.01     0.00     0.30     0.08     0.00     0.04     0.02     0.27     0.00     0.00     0.07     0.57     0.04     2.51     5.89     0.36
 202010051500     0.00     0.00     0.01     0.14     0.00     0.36    74.06     0.00     0.00     0.08     0.00     0.00     0.00     0.00     0.13     0.00     0.00     0.03     0.13     0.00     1.38     2.57     0.18
 202010051600     0.00     0.00     0.00     0.06     0.00     0.10    32.57     0.00     0.00     0.03     0.00     0.00     0.00     0.00     0.07     0.00     0.00     0.00     0.00     0.00     0.91     1.16     0.05
 202010051700     0.00     0.00     0.00     0.00     0.00     0.03    15.40     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.04     0.00     0.00     0.00     0.00     0.00     0.40     0.40     0.00
 202010051800     0.00     0.00     0.00     0.00     0.00     0.00     7.20     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.02     0.00     0.00     0.00     0.00     0.00     0.25     0.04     0.00
 202010051900     0.00     0.00     0.00     0.00     0.00     0.00     3.55     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.12     0.00     0.00
 202010052000     0.00     0.00     0.00     0.00     0.00     0.00     2.11     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
 202010052100     0.00     0.00     0.00     0.00     0.00     0.00     1.03     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
 202010052200     0.00     0.00     0.00     0.00     0.00     0.00     0.44     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
 202010052300     0.00     0.00     0.00     0.00     0.00     0.00     0.14     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
 202010060000     0.00     0.00     0.00     0.00     0.00     0.00     0.05     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
 202010060100     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
 202010060200     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
